#迪奥全球品牌大使迪丽热巴# #迪丽热巴巴黎时装周# #迪奥二零二六春夏秀#
#迪奥全球品牌大使迪丽热巴#｜#迪丽热巴巴黎时装周#｜#迪奥二零二六春夏秀#
笑死我了
你心中的暑期爆款剧王是？我已为《你是我的荣耀》 推荐了2次，一起搜索#暑期爆款剧王#，快来帮你喜欢的剧集冲刺巅峰！ ​​​
你心中的2025暑期剧集TOP是？我已为《利剑·玫瑰》 推荐了2次，一起搜索#2025暑期剧集TOP#，快来帮你喜欢的剧集冲刺巅峰！ ​​​
永拒//@顶书过河:想赘的心也是不藏了  什么东西也配做这种梦//@贰佰给我:那我就不客气了，赵一博必须滚
🥺
你心中的2025暑期最热女性角色是？我已为邓妍-迪丽热巴 推荐了8次，一起搜索#2025暑期最热女性角色#，快来帮她冲刺巅峰! ​​​
#暑期档风云榜# ​​​
你心中的2025暑期剧集TOP是？我已为《利剑·玫瑰》 推荐了2次，一起搜索#2025暑期剧集TOP#，快来帮你喜欢的剧集冲刺巅峰！ ​​​
你心中的暑期爆款剧王是？我已为《你是我的荣耀》 推荐了2次，一起搜索#暑期爆款剧王#，快来帮你喜欢的剧集冲刺巅峰！ ​​​
啊啊啊啊啊
你心中的暑期爆款剧王是？我已为《你是我的荣耀》 推荐了2次，一起搜索#暑期爆款剧王#，快来帮你喜欢的剧集冲刺巅峰！ ​​​
你心中的2025暑期剧集TOP是？我已为《利剑·玫瑰》 推荐了2次，一起搜索#2025暑期剧集TOP#，快来帮你喜欢的剧集冲刺巅峰！ ​​​
你心中的2025暑期最热女性角色是？我已为邓妍-迪丽热巴 推荐了8次，一起搜索#2025暑期最热女性角色#，快来帮她冲刺巅峰! ​​​
#暑期档风云榜#邓妍 ​​​
你心中的2025暑期最热女性角色是？我已为邓妍-迪丽热巴 推荐了1次，一起搜索#2025暑期最热女性角色#，快来帮她冲刺巅峰! ​​​
你心中的2025暑期最热女性角色是？我已为邓妍-迪丽热巴 推荐了7次，一起搜索#2025暑期最热女性角色#，快来帮她冲刺巅峰! ​​​
#造乐一夏#邓妍 ​​​
//@HauteCouture_Style:随着连续第二年的金九坐镇，意味着热巴成为继舒淇、章子怡、李冰冰、汤唯、刘雯之后第六位多次登封芭莎金九的女性面孔！要知道想做到金九连庄更是不容易哈，上述面孔中也仅有舒淇、刘雯有过连登，热巴则是达成这一成就的第三位！既是首位且唯一90后女星，也是芭莎金九战绩表现最 ...展开
//@HauteCouture_Style:另外大家都知道金九对杂志以及品牌宣传的重要性，这是秋冬新季开始推广的节点，要做到大刊金九连庄，可以说杂志的极度认可与品牌的深度信赖缺一不可，这更像是双方基于封面人物商业价值与市场号召力达成的高度共识，星光话题、成绩履历、时髦度表现力，全方位无短板的顶流女星， ...展开
💅🏻//@封面小主:另外在芭莎创刊三十九年的时间里仅有两位明星拿到过连庄金九战绩 ，热巴比肩的可是舒淇这样的大花队伍啊 ！意义与分量真的不言而喻，此刻 只想说姐的高贵尽显  💅//@封面小主:首登我们还在强调芭莎金九封面上的首位90后女星，再次亮相我们已经可以直接喊出不分男女、不分演员歌 ...展开
//@嘉行迪丽热巴工作室:迪丽热巴超话 #时尚芭莎九月刊封面预告# #迪丽热巴的芭莎剧场# 游离于复古与个性之间，@Dear-迪丽热巴 以大冒险家精神重塑气场，在三幕剧里闪耀独有锋芒，期待明日的大片～
好漂亮
//@大黑饼干:天生大明星
//@顶书过河:红毯没有王法，只有迪丽热巴的想法//@想拿酒窝换泪痣:红毯没有王法，只有迪丽热巴的想法
你心中的2025暑期最热女性角色是？我已为邓妍-迪丽热巴 推荐了7次，一起搜索#2025暑期最热女性角色#，快来帮她冲刺巅峰！ ​​​
#暑期档风云榜##利剑玫瑰# ​​​
我不行了 好搞笑，现在又快进到粉丝内讧了。正规军们自己心里清楚内讧因什么而起吧 ​​​
好想哭
我真的受不了了 再见吧 ​​​
#利剑玫瑰低了#但凡看过剧的人真的有能摸着良心说这评分正常的吗？ ​​​
#利剑玫瑰低了#我们女子本就不易，何必给我们利剑玫瑰这部品质好剧下黑水呢@豆瓣 你说句话呀@豆瓣 ​​​
我不管造型师是谁，再敢把窝巴的W红毯毁了的话不会放过 ​​​
铭记历史，致敬先烈//@Dear-迪丽热巴:#日本投降80周年# 这是永远都不能忘却的历史！致敬先烈！#8月15日中国人必须铭记#
未来的路，我们陪着你
这是在干什么//@o沉舟o:谁来请大师驱驱魔
老公
//@酪梨泥精:在最后一天利剑玫瑰一样争气，两集连播酷云峰值2.55，我们不抢档，我们不用接高盘，我们自己就是高盘
wfl
#low#此gc好热闹 ​​​
傲慢的208把何不食肉糜演绎的淋漓尽致
@腾讯视频 永欠。 ​​​
明知故转//@不如笑归来:手滑误触转发键
我在金九连庄金九撞月很想紫米大妈
没错
打拐办决定帮助萍娇寻找亲生父母。在警方的帮助下，萍娇终于回到了自己的家乡，与失散多年的亲生父亲团聚。然而，她的母亲因失去女儿已精神失常多年，场面令人心碎。打拐办接到报案，报案人称在城中村看到疑似王广青的男子，随后打拐办和刑警大队联合展开行动。 ​​​
杨彩云被拐案是老尹进打拐办接手的第一个案子，直到杨彩云的父母去世，老尹都未能将此案侦破。于是这个案件就成了老尹心头的一根刺。邓妍来到团圆小馆，想找到是否有其他被拐信息能做并案处理。交谈期间，骆晓星向邓妍说到章阿姨近期有记忆力下降的现象，邓妍对此担忧。 ​​​
迪丽热巴/金世佳/尤勇智/李智/王艺哲/罪案/悬疑/当代/内地利剑·玫瑰 第32集预告 ​​​
杨彩云带着这条重要线索来到打拐办举报，接到消息的邓妍带队赶到张小初被藏匿的地点，成功救出张小初。章阿姨因阿兹海默症病发，误将去污粉当作调料放入食物中，导致客人食物中毒，让团圆小馆的经营陷入了困境，章阿姨的精神状态也令人担忧。 ​​​
没有迪丽热巴利剑玫瑰就不是利剑玫瑰了
？
腾讯四了不解释 ​​​
#利剑·玫瑰# 第01集 高能追凶！迪丽热巴金世佳撕开拐卖黑网利剑玫瑰_01 ​​​ 查看图片
#《利剑玫瑰》预告片_29#《利剑玫瑰》预告片_29 ​​​ 查看图片
