胃胀、反酸、嗳气、消化不良，试试扣中脘。一个简单动作，轻松缓解胃部不适。如出现打嗝、放屁的现象，说明堵住的肠胃开始通了。当然，发现自己容易出现肠胃堵住的症状，就要考虑在饮食上给自己逐渐做做减法了。 中医范颖玲的微博视频 ​​​
#耳鸣#、#耳闷#，耳朵不舒服，试试这个办法。每天轻松几分钟，坚持试试效果。 中医范颖玲的微博视频 ​​​
对自己好才是对家人最大的好，多多关爱自己吧！ 中医范颖玲的微博视频 ​​​
现代人身体差的重要原因是运动严重不足。长时间呆在屋内，一个姿势保持老久，说起来算是动物，实际上却还不如植物。植物尚且晒阳光，沐雨露，与自然交换能量。人过中年必须要适当运动起来，去大自然跑跑跳跳，不要让我们的身体比我们实际年龄还老。 中医范颖玲的微博视频 ​​​
川贝雪梨虽好，但使用前最重要的还是要先分清寒热，否则不仅没用，还伤身体。 中医范颖玲的微博视频 ​​​
手机过度使用，很容易造成#头晕#头痛#，还会#失眠#、睡眠质量差。放下手机，想起来就多抬头看看天，活动肩颈。如果可以，去多拥抱下自然吧！ 中医范颖玲的微博视频 ​​​
#肩颈不适#、#落枕#、脖子僵硬，太极操帮你缓解。平时久坐久站都可以经常坚持做起来，想起来就来几次，还能帮助改善头面部供血循环。 中医范颖玲的微博视频 ​​​
久坐不动，肩背酸痛，每天几分钟，脊柱灵活性训练做起来。每天想起来就可以做，贵在坚持。 中医范颖玲的微博视频 ​​​
胃不和则卧不安，晚上吃太多胃没法休息，人也很难入睡，想睡的沉则更难。对更多内容感兴趣的欢迎大家关注绿泡泡公众号。#失眠#睡眠差#多梦# 中医范颖玲的微博视频 ​​​
每天掐带脉，甩掉#游泳圈#。每天坚持50次，还能改善#血糖#、#妇科#男科#问题和#消化不良#等问题。跟着范医生，一起做起来。 中医范颖玲的微博视频 ​​​
#减肥# 要先了解自己的身体，找出原因，针对着来才高效。#中医#针药协同减肥，内调外治，#调理体质#的同时完成身体减负的小目标。对更多中医相关内容感兴趣欢迎持续关注。 中医范颖玲的微博视频 ​​​
#晕车、#恶心、#呕吐、#打嗝、#肚子胀、#反酸、#胸闷，试试#内关穴 中医范颖玲的微博视频 ​​​
每天几分钟，轻松缓解#眼疲劳、#干涩，预防#老花眼、#飞蚊症等；#头痛、#头晕和#肩颈疲劳也可以跟着坚持做起来。 中医范颖玲的微博视频 ​​​
缓解眼疲劳、干涩，预防老花眼、飞蚊症，改善眼部供血循环，简单易学的眼睛保健小妙招，日常坚持做起来。 中医范颖玲的微博视频 ​​​
每天十分钟，轻松养气血，八虚拍起来，贵在坚持，这个春天跟着范医生一起练起来吧！ 中医范颖玲的微博视频 ​​​
现在很多人不到40岁膝盖就开始疼痛，这和大家平日久坐不动有很大关系。其实，我们每个人的膝关节出现疼痛症状的时间会早于其他关节，建议大家尽早开始规律练习腿部力量，老寒腿的人日常做好保暖，睡前热水泡泡脚。这样到了老年，也能随时享受出门旅游的快乐了。 中医范颖玲的微博视频 ​​​
多年痛风患者，痛风石消失案一则这位痛风患者奇特的排酸过程，这么多年看诊也是头一回遇到。73岁男性患者，因痛风反复发作，多年来发作时无法行走前来就诊。患者膝关节、腕关节、手指关节、脚趾等多处痛风石沉积物，最突出处为大脚趾关节内侧痛风石，足有鹌鹑蛋大小。 之前患者一直通过口服非布司 ​​​ ...展开
痛风急性发作，2剂汤药止痛消肿  很多人误以为中医只适合慢性疾病，其实中医治疗急性病，效果也是非常惊人的！ 60岁男性患者，因痛风急性发作，手指肿痛，活动受限1天来诊。 患者有痛风病史多年，基本每年都会发作1-2次。 这次因饮食不当引发痛风急性发作，发病前手腕部有酸胀不适的感觉。 因为 ​​​ ...展开
今天到安彼儿童成长中心分享中医儿童保健知识，能够感受到他们的老师特别爱孩子，希望学习更多的知识，让孩子们远离疾病，开心成长！特别开心能够向老师们传播中医知识，帮助祖国到花朵，他们真是太天真太可爱了 ​​​
给小朋友调脾胃，妈妈说他吃饭好些了小朋友特意送我一瓶娃哈哈我回味一下童年属于70、80后的记忆，你有多久没喝了呢？ ​​​
难治型面瘫治疗一则：16岁男生因为经常熬夜，作息不规律，吹空调致面瘫，经人介绍在当地找土郎中贴黑膏药2月无效，遂求助于我。男孩患侧抬头纹、法令纹消失、鼓腮困难、嘴角歪向健侧，患从额部、面部、颈部、后枕部感觉减退伴僵硬麻木感；患侧舌部麻木、味觉消失、耳部闷胀感等。本来治疗2此后患者已 ​​​ ...展开
这位女性患者因被误诊为宫寒体寒喝了半年汤药，我给她针刀治疗了3次就痊愈了。我认为诊断大于治疗，必须认真询问病情，仔细体格检查，诊断准确，治疗才能有效#宫寒##体寒##妇科##妇科疾病##中医# ​​​
希望失眠的患者们，今晚可以像医馆门口的小猫一样，睡个好觉 ​​​
这位00后的患者，未满 20 岁来杭州打工，首次找我治疗时已面瘫52天，自述因天天熬夜加班，每天只睡3个小时左右，有一天吹了冷空调突然脸就僵了，舌头也麻了。在我这治疗后2次后好转，尚未痊愈，他又因腰部骨折住院，脸瘫病情恶化，前医生和他说“你的面瘫治不好了”，这句话让他感到无比绝望，遂发信 ​​​ ...展开
这个81岁奶奶在6年前做了左膝关节置换手术，当时直接找了西医，前西医师说她左膝关节退变厉害，让做膝关节置换手术。手术后这6年的时间，足底一直有麻木的感觉，很不舒服。这一次右膝关节也疼痛到无法走路，去西医就诊，西医又说要做手术，奶奶害怕不想做，于是来寻求保守治疗。我在想如果6年前 ​​​ ...展开
这位14岁女孩，马上升初三，7个月来体重猛增20斤#青少年肥胖# ，欲减肥，听闻其母亲的同事在我这里减肥成功#中医减肥瘦身# ，故来求助。我询问后方得知，她已闭经7个月多#闭经# 。女孩自己没有太关注自己闭经的问题，而她的妈妈则把关注点更多放在了女儿的身材和外貌上。若不是带女儿来我这减肥 ​​​ ...展开
16岁的女孩，由姑姑带着来看诊调理月经，这次月经推迟了快一个还没来。问诊的时候，我问她这段时间是不是因为天气热，吃雪糕吃的太多了。女孩望着我说：我吃的不多呀，一天也就十多根雪糕吧。瞬间我觉得很惊讶，十多根雪糕还是不多？！没等我后面说话，姑姑就说，女孩爸爸妈妈离婚了，孩子跟着爸 ​​​ ...展开
今日诊间故事16岁的女孩，由姑姑带着来看诊调理月经，这次月经推迟了快一个还没来。问诊的时候，我问她这段时间是不是因为天气热，吃雪糕吃的太多了。女孩望着我说：我吃的不多呀，一天也就十多根雪糕吧。瞬间我觉得很惊讶，十多根雪糕还是不多？！没等我后面说话，姑姑就说，女孩爸爸妈妈离婚了 ​​​ ...展开
6岁男童，每日晨起刷牙时干呕6月余，严重时干呕30分钟不停家长带着孩子到处求医，之前一直当慢性咽炎治疗，无明显效果；详细询问病史，患儿有反复的呼吸道感染病史，平时也喜欢玩电子设备。我给小朋友做了详细的查体，发现他寰枢关节附近有明显的压痛点，同时发现他有高低肩、长短腿的问题，嘱其家 ​​​ ...展开
这位阿姨腱鞘炎两年多，之前在省知名三甲医院左右手都打了封闭针，右手过了2月就复发，前医生劝其回家休息，不能继续打封闭了，但又没法继续管孩子，阿姨焦虑万分。#腱鞘炎#针刀治疗# #中医[超话]# 我给她做了一次针刀治疗，效果不错，前来复诊，阿姨惊呼“没想到中医也有这么厉害的医生！”。可叹 ​​​ ...展开
普通女性中医师一枚，内外妇儿均治，针刀手法独树一帜。神医不敢当，但求问心无愧。保持平常心，不过高期待。看诊预约看图微信公众号：苓苓济 ​​​
