//@碎银几两23://@无敌草履虫毁灭世界:想起来我小时候皮得要死到处惹祸的时候了 当时很喜欢玩轮滑被晒得黑黑的膝盖上还全是疤痕但当时真的好快乐
萌
拿机枪扫//@赵姥姥曰:死不死啊！这种爹枪毙了算了！//@你想想就好l:@四川网警 @四川公安 @小红书薯管家  请赶快调查处理下这个小红书账号
//@别拿我图当头像:那你很厉害了😅//@青椒爆炒羊裤裤:枪毙好吧//@田棠呀么田儿://@魔法气咩妖子酱:天龙人就是牛//@溪川以南://@Million赵:拿命赔也不够啊//@momo酱也是徐老师:气到想吐//@超烦豆先森:我靠…..更气了！！！！！//@-水蛋蛋-:草//@天使炼狱中://@亚尼大帝:…// ...展开
//@鸡牡蛎:……//@重工组长于彦舒:我记得这个视频//@Houson猴姆:哈哈哈哈😂//@Super滚筒:难绷//@开水-今天也没开:没有人点开不笑的//@橄榄不菜:点开视频前做足了心理准备但还是笑出声了…//@夏目家的小诗哥:看到老太太高速旋转没忍住笑了…（狂敲木鱼 // ...展开
//@赵姥姥曰:老登这属于浪费医疗资源了，别治了拉回家屎尿糊一床咽气了铺盖卷卷拉去火化//@土星冲浪手诶:老不死的（男人年龄多大多小都有可能有意无意实施性骚扰，女人年龄多大多小多“美”多“丑”都有可能被骚扰，不要再说长得“不好看”就是很“安全”了。
//@什麼小狗://@瞌老太_koto:笑鼠！我们魂like寂静岭女主不是盖的
//@我都爱女了你就让让我呗://@鎂曰混血://@日本婴儿://@家里蹲顺直技术宅://@如此可怜悲催的女孩://@安提戈涅_WhiteBlade:还是俺老钟开放，直接上b站就能看
//@赵姥姥曰:【命名权】//@叉prohibit://@巫山六月雪://@柠檬树下大刘鸭:但是恶人是女的时候，就以女的命名了，比如劳荣枝比如余华英比如翟欣欣……甚至都没证实存在的梅姨都要去代表拐卖团伙
//@子言书菱:西贝：你多大的房子就敢说这话？ 大爷：北京的一室一厅。//@颠沛I流漓:大爷：服务员结账 服务员：好的 您一共消费960 大爷： 就这几个菜960?干脆房子给你得了！
//@黄狗啊:这是给吃了啥啊这，这么上瘾的
但是他好像并不是渐冻症？好像是叫什么肯尼迪氏症，寿命好像比渐冻症长很多的样子，现在好多人说他是觉得活不了多久了所以干脆爆了，但是如果确实不是渐冻症，这样宣传会不会反而会阻碍他维权啊，有可能会被对面扣帽子说虚假夸大病情故意博人同情卖惨之类的
//@狮子头萌萌:我对之前那个某学校的半开放蹲厕记忆犹新。
//@赵姥姥曰:地瓜熊上回干啥被群嘲来着？团建没吃到好肉？//@想冬眠的十万://@罗赛迩:点进去居然还有女生敢投稿…… //@可以获得快乐吗:大二前阵子有个女生投稿，被评论区围攻，就要求撤稿，说评论区乌烟瘴气。大二虽然撤稿了，但也把这个女生挂了，下面一群人又骂了一遍这女生 // ...展开
感觉是不是预算特别多的coser可以用这个cos星期三了//@蛋人演化枝_Nuguo:那普通人可以多一只手吗？
//@玉垒关://@潜伏之桃之夭夭:太好笑了，人家主张自己的劳动成果的权益，当权者说没合同你就是过分，但是他们让人家做额外的工作，却觉得很合理
//@赛博幽灵有空联系://@食补鲨薏仁:很困惑女的想夸两句男的时为什么说出来的都是那种特别高捧的话，“门槛被媒婆踏破”“相亲的都是权贵之子”“一定会被领导相中”。。。。。对比男的那边在网上见到美女“肯定是麦的”“不是处了吧”“多少钱一晚”“在我们村没人要”不知道说什么好
小鲎鲎们像倒扣的小锅一样呆萌
//@真-柳堡:【而且这件事好笑的是，如果古二真有本事造出如此周密的细节，不正证明了他是一个非常厉害的编剧吗】——没有关注这个事件，但这句话非常有道理
//@赵姥姥曰:幸好她活到了91岁，可以说出自己的故事，给更多的大家听。//@画世界的星船: 太多似曾相识的女性故事叙事 感觉都是编排好的人生陷阱 以爱和需要为诱饵 可你爱你自己么 你需要什么 从此就被忽视了 转眼就是一辈子//@牯岭街少女:来源 查看图片
//@费加罗夫人:（引用来自《凯列班的女巫》）长达三个世纪的猎巫运动覆盖了文艺复兴和宗教改革时期，这时期人口危机/政治危机/信仰危机三大社会危机，让女性多生育（流产/避孕的草药配方等被列为巫术）就成了解决危机的一揽子方案，女性被逼迫退出社会化分工/减少流动，固定在家庭和生育的功能上。
//@赵姥姥曰:一样的话，不一样的人说，反应大不同//@可可豆不说话: 我在小地瓜刷到过一个女主播连线，连线那个男的上来就夸女的怎么怎么，但是直播间都闻出味儿了，果然最后这男的破口大骂，真的很搞笑哈哈哈哈哈哈//@多金好运福气满满BB:之前有个男的说高彩礼问题联系爹味男大v也是被怼的练练夸 ...展开
//@无效豌豆:科普过❌造谣中🤮
//@番茄世纪XXXXL:好恶俗的角度//@沅淽wx:第一话几张截图体会一下 查看4张图片
//@小镇做题家47126:怎么不是强奸女下属的男上司把男上司的路走窄了。bro就这么搞言论霸凌//@真-柳堡:怎么把路走宽?对男上司的QJ夹道欢迎?！//@落玉霜:现在已经有新话术了，说是崔丽丽这么做把女人的路走窄了，以后男的不会再招女下属了
//@麦卡PU10P:武大这份通报挺经典的，潜台词极多，非常有张力//@真-柳堡:【下面的视频，足以称得上有史以来最清晰的时间线和证据链，任何一个正常的成年人，看过之后就能得出清楚的结论。  但它改变过任何一个大V的观点吗？】 只看到过有普通网友表示改变看法了
//@电波邹小艾i:怎么办，实则正确答案就在她妈嘴里：拿鞭子抽
//@透明人間的蒸气:其实每天看蛆讲话 真的很疲倦 特别关注这个案子 是因为这个案子里有个特别高尚 让人感觉到世界还有希望的当事人//@願意麵對://@麦卡PULP:夏虫不可语冰//@_墨媛君_:蛆觉得这是一种侮辱一种威胁因为他们永远理解不了一个真正高尚的人
//@水母水母T:毕竟某些bro是会在支持鬼子和国女之间毫不犹豫选鬼子并获得一片叫好的
好想骂原po有病吧，但是担心原po发现后又非常受用
代
//@什麼小狗://@黑黑_一直叫黑黑:挖酷//@武啦啦-nana:啊啊啊啊我汗毛都竖起来了！！！神啊！！//@M大王叫我来巡山:感觉好牛逼//@宋云止蒸果仁豆枣糕了:认真看一遍还是觉得自己在看什么科幻片……//@李子的围脖://@史老柒:说得好//@以史为鉴V:看到最后明白了——孙悟空吹根 ...展开
//@五五五五五5个五:最合理的是南京人爱吃鸭子//@颖洁viva:黑作坊合理
//@屠龙的胭脂井:这种事，必须往死里罚几十个亿。谁需要他们这种企业高高在上，扣扣索索捐个几百万？够干什么的？//@Serein_猫:捐款跟罚钱两个性质
//@愿意嫁子期:是的，正常三观是不会想到掏鸟蛋的//@陷阱像怀抱:其实换成教怎么把坠落的小鸟或者鸟蛋放回去，是一样的教学效果，但是他们只能想到掏鸟蛋，是因为价值观就有问题
//@一颗星星糖子儿:@中国科学院华南植物园 是你们吗？搞什么？这么小的孩子，你们想教他们什么？潜意识地破坏自然环境？伤害野生动物？？？
//@真-柳堡:无法判断杨同学现阶段的状态，但人心都是肉长的。事发以来，她所遭遇的恶意与所承担的压力之猛烈，没经历过的人很难想象。我作为曾经历过热点事件的当事人，事发当时一周内都暴瘦了十斤，崩溃数次——当时的舆论几乎还是一边倒支持我的，即便是这种情况，我都觉得冲击巨大。何况是被长期高 ...展开
//@狐疑吱吱吱://@YC不疯魔不成活://@九三JD://@Saku翼:老登隔代荼毒。。//@-特安碳-:经历过08奥运真的充满希望过//@黑鹿其的围脖:当时小小的老子差点又以为地球上好人多了
//@八天cos两次财神只能说钱来:董总也好，都好
//@周末双休不犯法://@黄腿肠:真不错啊//@刀卜卜:是滴！//@99Skye:人一辈子真能活好几辈子！
//@林清浅cherish:评论区又维护上了，有啥好维护的，都被花💰邀请剪彩了连基本常识都不了解
//@二四六文:炸山鸟！ 请以后一定持续且坚定地称呼这个品牌。品牌是没有真心道歉的，都只是公关应对话术罢了。只有真的让他业绩受到影响，真的疼了，他才知道敬畏！ 炸山鸟！
//@找理解不如被理解:QQ看到的 查看4张图片
//@什麼小狗://@瑡倷倷子://@大猪猪祖://@SH-皿-:🤤🤤🤤🤤//@时忏:姐！！//@-萧祁-:omg//@重工组长于彦舒://@人型廢話發生器:失心疯了//@艾丁://@艾丁:姐...//@今天分级制取代审查制了么:癫呐//@卡Q因是我老婆:@今天分级制取代审查制了么 // ...展开
//@顽强的打工入:而且主要还是大半夜乡下地方，没有女的敢穿那么暴露的在夜间出来的//@司天钦Gosta:女的不会穿成这样去偷菜……不是说女的不会穿成这样，也不是说女的不会偷菜，是女的不会穿成这样去偷菜……偷东西都是要低调，怎么低调怎么不引人注目怎么来。女的本来就是女的，根本就不需要特 ...展开
//@千代岁安:太可爱
//@椰只泥:无话可说了//@正宗爹味酱:？？//@鹭雀咒:一千块钱获得丈夫谅解，判九个月。//@无人自芳馨:王某某无性防卫能力，但是有丈夫……
//@鑫志所想22x:小老爷们就是敏感
可爱
萌
//@-夹子音鱼刺侠://@推拿熊:这样的话，应该起诉墨镜王和这个知名编剧侵权啊//@重组鱼缸:好不是人//@微路:如果一切细节属实，那么剧组在招商极其充足的预算下（查了一下，《繁花》总共植入了40个品牌、286个广告），先用打发叫花子的钱苛待实际编剧，同时让编剧做多种打杂工作，大量超时劳动，最后让一 ...展开
//@·好耶·://@jagaimotatop:这已经写得很清楚了//@武啦啦-nana:这人就是想起号吧？可算被他抓住个撕咬的机会，内心愉悦激动多过真的被误解的委屈。针尖。//@锦衣夜行青行灯://@蕈菌目前不改名啦:1.争执等待期间，没有任何经过的人care这事，一个驻足停留的都没；2.女方对他没有任何人格贬损的言语（至 ...展开
//@理查不接稿不接广告://@昔酒xj:看daparo每次都是精心手绘设计草图，很多年来才建立自己的产品风格。再看到博物馆弄出这样从概念到设计语言到包装都步步模仿的设计，且还能够说出“梦幻被我们永恒定格”这种话我真的不知道评价什么合适。自己设计就要好好观察，喜欢别人的设计可以合作，为什么不呢？ ...展开
//@我要殺光光_://@葡萄大王齐七:我笑得不行了啊啊啊啊啊//@衍墨呀:这不是爆典说自己比吴邪年轻，比吴邪有钱，比吴邪学历高，让嬷嬷不要嬷吴邪来嬷她的那位吗？怎么转着圈丢人////@理查不接稿不接广告:2025年是真的什么样的抒发角度都能获得//@社会你松鼠:原博连DC和NY都没去过也是叫上了 ...展开
//@反射弧超长星人影九:冒牌货对正主的憎恨//@李大米Lidami:但他们都对女的不咋滴//@江南大野花://@旋风杰瑞://@商小略://@阿顾不吃羊肉://@清於门下茶僮子://@御茶之水://@狮子头萌萌:啧啧还真是这样//@柠檬拌酸辣排骨粉:一直在无力地证明自己在传宗接代的意义但实际上// ...展开
//@嘉娴耶://@东北乔一:一直觉得酒店机器人很可爱来着，去必胜客，必胜客的机器人也很可爱，怎么可以对他们下手
//@什麼小狗://@重工组长于彦舒:（笑）//@九三JD:不带这个我总觉得我在用一种很正式或者很不友好的语气说话 为了表示没有我真是带习惯了（//@YC不疯魔不成活:你忍不住那个括号对吧【//@困困秉好困:你怎么知道的（//@黑咩咩-赛博驱嬷师:你是怎么看出来我是男扮女装的呢（//@卡夫卡糕之梦:你是// ...展开
//@赵姥姥曰:#男子幻想被做法杀害邻居二审将开庭#←广西来宾何姓男用射钉枪杀害邻居老夫妇，辩称出现幻觉。犯【故意杀人罪、非法制造枪支罪】一审以限定刑事责任能力人、自首情节，判死缓。检察院抗诉，认为量刑不当，应判死立执。
//@科技与女性://@用户5624288975:其实这就相当于社会整体新生儿中自闭率上升十几个百分点，毕竟做防护的孕妇在孕妇群体中少到可以忽略不计//@小萌子呀小萌子:去年第一妇产看到的 查看图片
//@科技与女性:也是一种版本前的集体潜意识…//@女子射箭0级选手:性别比失衡到一定程度，王朝就会覆灭，这是历史常识哦//@move_on0514:我的天//@卡卡荷光:34：1牛哇～//@想不出网名2025:以及并不觉得这只是一个县的情况。//@纯磕糖号:我妈跟我说现在叫什么三代试管婴儿，全都能选 ...展开
//@林子slilo_Hiroshilove-:我不行了//@修美解:占贝//@閑制频道:？//@泡面布丁狗:？//@被振可以走医保吗://@莓次儿:。。。。//@甜爆炸:卧槽我真的笑得有事了//@YU-檻丿華:((((人類還是太年輕了.jpg//@KLLW-v-:像两条大便一样飘走了//@瑞依天上飞:我笑得不行了//@Neko_chamber:。。。。// ...展开
//@林子slilo_Hiroshilove-:不罚款那赔我点吧//@_玄哥_://@一两二米:支持//@鹿粦乜也:应该的，凭什么从来不抽烟的人走路上莫名就要遭受随机一人朝你喷一口烟的呼吸污染🤮//@和子君:应该的//@Noir-木://@MrStudy:应该的//@夏目家的小诗哥:同意请呼吸//@spark不夜城:给我//@你的阿磊:支持// ...展开
//@罗伊布是伊布0v0://@开小号啊开小号:现在都这样了，长大了还得了//@开小号啊开小号:未成年小畜生
//@想发财的炎虎:不仅仅如此，没有足弓支撑还会让你膝内扣，骨盆前倾等等，所以我现在都买有足弓支撑的鞋垫。也建议大家在衣服鞋子上多注重舒适性。
//@王不留行骑着扫帚:祖上八代贫农画画被批斗了//@沙雕文案:这是先生第一次称呼老奴为贵族，在古代您叫我卖艺的
//@持續昏睡中://@教主某狐仙:还有无尽的信用卡骗你办理//@耀夜药业:我艹了 查看图片 //@国格厨:以前笑话美国人贷款吃喝拉撒，结果现在所有打车外卖网购全是贷款平台//@阿海就是厉害:我赶紧去挨个检查一遍//@大师兄天道酬勤://@楚惜刀:每家都爱放贷// ...展开
可爱
长虫
//@Hey是SuSu啊:这么多恋童癖在网上光明正大的评论，全世界应该找不到第二家了//@QueenTayEra:取丝//@夏莓兔:。。//@瑜之所欲第五章:。。撕了//@晕絨季-://@杏仁帐://@我们共生://@李虎韧:求尸首分离//@于凋零季节的我们:…//@金发癖:ltp死了//@閃動如蝴蝶在雙頰是眼泪吗_:ltp全丝了//@不学了当主唱: ...展开
//@-CANSTER-:相关话题补充～ 查看图片
//@真-柳堡:我觉得，就算杨同学站出来，也未必能根绝其谋得上位的可能。待他上位时，说不定早已是我们都不知道的改了名的禽兽//@发条囧橙:得亏杨同学站出来…否则这种人就这样一路保送直到掌权的时候。不堪设想我们国家手握权利资源的里面还有多少这种人//@真-柳堡:崇拜希特勒在bro那里不算黑点。前几 ...展开
//@苹果老农咪_知错就改版T-T:品鉴小蜜桃，就像品鉴一部推理小说，所有爆料环环相扣，前脚小学同学说xmt搞nazi，后脚有人发小蜜桃行nazi礼
//@真-柳堡:我觉得，就算杨同学站出来，也未必能根绝其谋得上位的可能。待他上位时，说不定早已是我们都不知道的改了名的禽兽//@发条囧橙:得亏杨同学站出来…否则这种人就这样一路保送直到掌权的时候。不堪设想我们国家手握权利资源的里面还有多少这种人//@真-柳堡:崇拜希特勒在bro那里不算黑点。前几 ...展开
//@理查不接稿不接广告:拍照片当素材的借口就是扯淡，画照片要是和写生一样还叫模特来干嘛//@奇异熊吉://@火火火因:我们学校也是…模特工作的时候，手机都是统一放盒子的//@当众跳楼:我们学校如果擅自拍模特是非常严重会被停学的程度 无论分不分享是否裸模都是一样的
//@Neve小武:？//@吃了眼鏡男:我的笑点//@小葉有囍://@不正人氏丶:哇！！！//@葉不干了:红红火火恍恍惚惚//@阿柴Yuki:哈哈哈哈哈哈哈哈哈
这种得拿机枪扫
//@饼干只此一块:这才是有损国格吧
//@罗赛迩:回复@谢朝颜:听多两句我都怀疑我们是不是建国以来嫖娼犯法了。两个律师对话的基本出发点就是，男人去嫖完全是必要需求，要嫖16、7岁嫩妹是正常“消费选择”，六年级小学生冒充中专生出来卖是仙人跳害了不恋童的好男人。//@谢朝颜:不嫖屁事没有。但他们就是不能接受呢。
//@迷宝吃不饱://@起肖蔷:这描述可怕到差点不认识汉字的程度//@酿青椒://@玄可救非的kanda:去解救被拐妇女也是这样难的。//@樟脑晓丸子:这就是有些人心心念念的宗族、乡贤
看呆
//@迷宝吃不饱://@婉司姬:严惩凶手//@Sco藍色卡带:女人的命也是命……//@MatrixKK:
