这太离谱了吧…..神人…
richa和我想象中有点不太一样哦.其实也一样只不过是又帅又可爱..但是我想不到还有点腼腆哈哈..蛮多话想跟你说的下次见！@迷失Karma的Richa ​​​
可恶的甘纳君，我以后切到你认得我为止！你等着每次都见@甘纳Gana_Neobooster ​​​
初见！礼拜果然是超级无敌好看的！而且人好好！虽然我语言有点混乱啦但是很耐心听我说.其实我真的蛮紧张的！我蛮开心的.我比较i希望你不会觉得难受吧！下次见贝利亚！哈哈哈哈哈@绯矢礼亚Lia_Neobooster ​​​
初见初见！超用心可爱的宝宝！还准备了卡套和礼物 礼物我很喜欢哦 下次我也有礼物送你.希望你的牙早点好啦..我会一直支持你的！这次我没想好拍切什么动作下次我一定会想好的！而且我已经想好下次的话题了！@小觅Midori-午前4時 ！ ​​​
哈哈哈哈哈，其实系我笑场了，还一直说话 本来还担心效果不好呢，结果出奇地好（漫画治愈笑哈哈）！其实还有点不习惯你这个造型 我刚开始没发现你来着 找着找着你原来坐着，多谢你同我讲甘多.在心中.下次再食你烧腊铺d烧腊.@PURiN-4月13生诞祭 .下次你人一我一定到！ （ps：看到你每次都会吧拍到 ​​​ ...展开
其实看了koko蛮久滴，初见和我印象中的一模一样！就是那么好！然后真的超真诚 超棒的，看得出来是会照顾人的人捏，很庆幸然后我在舞台上见到你哦@玳果KOKO_二十四進法 . ​​​
希望早日到百切！ ​​​
自从偶活了以后..我发现我每次我都会满心期待的打开赞和评论提示哈哈哈.. ​​​
好啦好啦今天会把切都反掉 拖了两周鲁～ ​​​
期待黄sir的to签@HOPEYOUCANLOVE ​​​
Jer 柳应廷《坐看云起时》坐看云起时（@网易云音乐） ​​​
izumi好得意喔，猫狗组合（甜）明天见啦！不过说起来真的很c哈哈…厉害的厉害的舞台霸者地位，恭喜你复活成功！ @谛听Karma的Izumi ​​​
讲起身好耐无返过切啦…一句讲晒：你好正哈哈哈..i人都变e哈哈哈.我第一反应：有无搞错a（褒义词）条友甘倾得葛.神奇…简直神奇…睇得出性格好好..果然痴线.玩得埋葛！总有！最重要重要事情讲三次“靓女！靓女！靓女！”.听日见. @PURiN-10969 总会总有多谢你我一讲id就知道我系边个并且记住我同埋赞我 ​​​ ...展开
！
Blume popo《逃現郷》逃現郷（@网易云音乐） ​​​
说得好好！
笑死…有些人你自己本来本质怎么样你自己清楚呀..说句实话那些虚假的衬托并不会让你看起来就厉害多了你说我没关系，但你自己是最清楚自己是怎么样的人…不然的话你就没资格说别人了. ​​​
希望每次可以见到经常见的，或者“很久不见的”..希望大家都还在吧…或许正确点来说希望我自己不会“不见”吧. ​​​
方大同《才二十三》才二十三（@网易云音乐） ​​​
这也太离谱了….
加油！不停站！
#微博头像挂件#戴上蝴蝶结，我就是最软萌的！我正在使用“蝴蝶结” 会员专属头像挂件，你也来试试吧！  ​​​
真的很感动，也是我超喜欢的一个组合！好好听！是很好的作品哦 加油呀！
抽
回广第一时间拿我宝贝～好好看好好看 ​​​
呀呀呀，要送你的礼物到了@网络老人199307 ​​​
轮到最可爱的椰子啦！我第一次有人会主动问我这么多.确实感觉是和我一样会无聊发呆的人….内心世界好可爱！人也很可爱！@椰子Kokona-第六页序 ​​​
第一次参见纺皇…超特别反正感觉纺皇又大人（果然是第一页）又可爱又能开玩笑又很热爱偶活的样子…！反正对于我来说是那种另外的说不出来的类型的可爱吧！期待远征再见@小纺Tsumugi-第六页序 …我会继续支持你的！ 最后谢谢纺皇的抽奖能抽到我！ ​​​
哈哈哈哈因为前几天真的超累的..我就拖到今天才发啦..其实之前关注啊咩蛮久的！就是觉得啊咩跳舞好好！然后就是又可爱又帅的那种….然后一直没机会切成这次终于切到啦.是我想象中的样子哈哈哈..确实蛮e蛮活泼的也蛮会聊，虽然不清楚但感觉就是那种很孝顺的人哦….其实有很多想说的不过呢 留到下一次再 ​​​ ...展开
轉發微博
祝maki出道快乐！@MaKi巻-Pyxis 本易拉宝由@月野椿薰 提供！ ​​​
蓝星最可爱的宝宝@里赛托藍星_Maru 比我想象中的好小小的！不过说起来我今天最大的失误是没跟你说广东话还有没提前想好话题！nnnk三周见吧！ ​​​
终于见到饿呢饿！看起来就精神好多 一如既往的可爱好聊！好久不见好久不见好挂住你啊呜呜呜（没你我活不了呢，你能回来真好！希望你一直好好的（还有我该死的把头发一拨中间变成中非大裂谷了），还有谢谢你的礼物，我也有礼物送给你，nnnk三周年见！随一罐-196和麦当劳哈哈（坐你鬼火）！  ​​​ ...展开
终于！  ​​​
童年啊 翻来啦 我葛特种计划！就算系炒冷饭 我都食！
明天开始戒美式…反正已经失效了…. ​​​
讲究哈哈哈 ​​​
超开心超开心！谢谢大家@烦烦Nora-Kopfkino @青晔-Kopfkino @杰西Jessy-Kopfkino @蛋酱Tmk-Kopfkino @koori-Kopfkino ​​​
假装九宫格哈哈哈（哎呀哎呀）昨天回到家太累啦今天补发！然后的话因为我这次太晚啦就没有舞台返图啦，ごめんなさい！这次的新打歌服新歌都好好呀！应该说很适合大家！杰少和青晔一如既往的帅呀然后的话ffnr想不到也很帅….然后下次我会想好什么拍切动作的…再次ごめんなさい..这次玩的很开心，很感谢 ​​​ ...展开
#微博头像挂件# 今日份幸运属于你！我正在使用“幸运光环”会员专属头像挂件，你也快带上吧！  ​​​
很好很好
我居然想不到是这样子的 很帅很帅！
好帅的眼神！
可爱捏
我天！好好看好突然！果然红担霸主！
有谁可以告诉我拍立得买mini99好还是mini evo好哦 ​​​
收工～ ​​​
大晚上的switch好还是练🎸好呢…那还是switch吧哈哈哈哈.. ​​​
滴滴滴
如图@小析Akane ​​​
耶
Kopfkino空想错觉超话  打卡 ​​​
梦想还是要有的这不实现了么！感谢金主@小纺Tsumugi-第六页序，感谢@微博抽奖平台！一起分享我的喜悦吧&gt;&gt;&gt; 网页链接 ​​​
#Anomi-PH0EN1X的红包#我在@Anomi-PH0EN1X 的红包中抽到了1.93元，你也快来试试手气吧，比比谁抢得多！ ​​​
要让糯米也看到@Anomi-PH0EN1X ！ ​​​
吃这个！@小析Akane ​​​
所以….任天堂流泪？哈哈哈 ​​​
青晔真的好可爱但又很帅又好高！短发真的超适合你的，也谢谢你给我这线下超i找话题，封箱快乐今天超开心的！能见到你！终于见到真人了！这次的封箱就是为了你和杰少去的！见到你真好！@青晔-Kopfkino ​​​
年前封箱快乐！终于见到我心心念念的杰少了！真的超多共同点超健谈的，人也很好！我线下太i了最后还有点害羞急急脚就走了，希望下次唔会啦！最后今日好开心！下次见！ @杰西Jessy-Kopfkino ​​​
准备好了没？！@网络老人199307 ！ ​​​
呜呜呜呜！
新年陪一罐，然後看微博跨年哈哈@我不是imori_ ​​​
新年快乐 大家！事事顺利呀！@里赛托藍星_ene @里赛托藍星_茶茶 @里赛托藍星_Maru @我不是imori_ 跨年第一大事看朋友圈. ​​​
merry Christmas mix@网络老人199307 @我不是imori_ @里赛托藍星_茶茶 @里赛托藍星_Maru ​​​
这该死的班明天又要上了 ​​​
嘻嘻嘻 完美～就差个红色的键盘光了@我不是imori_ ～ ​​​
