百京也是这样
//@麦卡PU10P:最右好提议。民事诉讼不讲疑罪从无 讲优势证据原则 谁的证据强哪怕一点点都可以赢的。这个行政案件的内容要是能在二审调取，大致相当于: 查看图片 //@Ceciliazzzxx://@鹤渡玄光:右边一语惊醒梦中人啊！！看这里看这里，【武昌区人民法院（2024)鄂0106行初161号】 【武汉铁路
//@全面备考:嗯，就是这个。//@黄桃果冻不要桃子:5 查看图片
//@库特纳霍拉的骨头:她平时是受人尊敬、单位倚重的医生，突然之间网上网下都被诋毁侮辱骚扰，救人性命却被恩将仇报，局面越来越糟糕却无从找到救援，这不是简单的“开不开心”的问题，是整个世界坍塌，非常痛苦的//@镜子杂谈:这还真是不太同意。木老师久经江湖，遇到那个无良文人的局还憋屈。那位大
//@松谷之梦:这些辨析很重要，肖母最初发文就精确误导了舆论，塑造女生撒谎的形象，其实她自己论述就不实。
转发
转发
//@郭爹与郭爹在2065://@松谷之梦:这是男性律师的思考，每一条都是法律常识。如今是常识有罪的社会。
//@库特纳霍拉的骨头:难道不是应该第一时间给那家人发禁止令（或者类似的东西）吗//@潘萌SoPhia:医闹、院方、警方//@欧阳志刚正在搞创作:第一次报警，警方不立案。第二次报警，警方立案，但没动静。人死了，警方拿走死者手机，删掉她的告别视频和网暴她的视频。
//@AngersRemorse://@VogonWho_ver5://@库特纳霍拉的骨头:社会“发展”到这个程度真是非常可悲，嫌小婴儿吵的人请自觉租用私人飞机//@郑峻:的确在飞机上听到很多次婴幼儿大哭，但只要自己带过娃的人都会表示理解。婴幼儿没有语言与自制能力，哭闹只是他们唯一的表达方式。
//@真-柳堡:转发并不代表所有推测与倾向我都认同，但此事疑点重重，争议巨大，值得讨论。
//@麦卡PU10P:亏右边还是法律人，照你这么理解，所有当场被抓包的猥亵犯/隔空猥亵犯的求饶都是被胁迫的//@法律人崔晓辉:亏你还是刑事律师，照你这么理解，所有有罪供述的笔录都是真实的
//@麦卡PU10P://@透明人間的蒸气:轉發微博
//@一不小心就踩了:明明她才是受害者不是吗🥲怎么会变成这样//@堪破三春景不长:都这样了竟然不立案吗？//@夏目家的小诗哥:P2已经是人身威胁了 好畜生啊//@鲁迪肖象:这么赤裸的威胁却没有医院方/权力机关干预//@肖一_Shawy:天呐看到P2我真觉得网暴这个表述轻了，是危害到人身安全的死亡威胁//
//@麦卡PU10P:引述的第一句话太恶了也太真实了//@famfamfam:逼死好人的事情能不能别再发生了
//@透明人間的蒸气:确实温和，温和是因为与此地扭曲的性别观念相去不远。在此地，你可以“温和地”主张男人在公众场合zw的权力，却只能激进地反对xsr和婚内qj。你可以温和讨论买卖妇女对农村的意义，却只能激进地维护女性的不婚主义。温和其实就是和光同尘。 事到如今，看到谦谦君子们温和的样子，我不
//@麦卡PU10P: 查看图片 //@墨深纸浅:我很难理解这是法律大V的认知 查看图片
转发
//@旗的二次申辩:和对方辩手说“结构上的优势方应当承担更多”，是不是太超纲了？//@堂前萱草开://@握爪三宝:所以我坐电车都尽量和女性保持一定身体距离，我日本这几年来没刻意拍过一张穿短裙女学生的照片放到网上，哪怕是背影；我不觉得有啥麻烦或者憋屈，我这是为我这个群体买单，应该的。//
//@旗的二次申辩:箱子老师帮本法盲扫盲了。请各位一起学习：
转发
//@麦卡PU10P:天龙扒部//@姐很难追://@罗曼蒂克减肥史://@HUKKET://@深红芭蕉://@吕唯一说://@鹭雀咒://@鸿鹄夜奔://@速冻烟花:汇总
//@麦卡PU10P:武大的学生没那么怂。武大也没那么怂，尤其是……We‘ll see//@看潮汐的永恒:我也来贴一个 本校学生的态度应该还是可以反应什么的吧 查看图片
转发
转发
转发
//@麦卡PU10P:完全是这样。“原告败诉=诬告。 这真的是一个触目惊心的逻辑。 我想，如果事件不是和性别议题有关。每一个严肃讨论社会问题的人，都会对这个逻辑表现出警惕。但一旦我们讨论的是性骚扰，这种警惕性就被抛诸脑后了。你会意识到，这里面可能有性别歧视的作用吗？”
转发
//@郭爹与郭爹在2065:👉要说还是咱们男的聪明，把取证轻易等同于偷拍//@东海立言:把手机放在桌下偷拍异性下半身，这要是性别换一下，微博不得瘫痪啊？
//@Metastasized_Q:Repost
转发
转发
看着鼠鼠的表情感觉有点心痛💔//@羊肝jelly://@局部气候:喜欢收集这些「鼠生照片」（评论区还有） 查看图片 //@萨尔茨堡的鱼:带鱼：生命的意义不在于长度而是宽度...我是说我再长宽一点就不容易被抓起来了 查看图片
//@大傅://@合恩角的阿涅斯://@耳朵Film://@严艺家://@找不着鹿:不论是这件事，还是每一件事，如果至今还有谁觉得可以置身事外或者独善其身，那差不多就是活在幻想里。
转发
这很艺术
//@麦卡PU10P:再转一下这条，这条中图三和图一的对比，可以很好地解释为什么很多时候理客中比incel更恶心百倍//@麦卡PU10P:其实那些人自己心知肚明，他们最怀念的就是过去可以随便说“公交车”“黑木耳”的时候，要不就是“信春哥得永生”这样的性别刻板印象l
//@大尾巴小白羊://@omomnomo:一年九个月//@l鱼苗I:司法社工用各种办法帮小女孩治疗心理创伤这当然很好 不过“经疏导 女童主动向检察机关申请参加庭审 直面内心恐惧” 她这么顽强 等到的判决结果就是恋童癖才获刑一年九个月 太轻了//@无边桃炎:。
//@Logiquedelasensation://@阿猎木星初转腾://@星与霜共盏:还有关于案底这个，其实就我做人力资源这么几年看，私企基本上不会问你要无犯罪记录证明的，不要觉得有案底人生就完蛋了，不会的，可能真的会有一些就业的限制，但真的不会就此完蛋吃不上一碗饭了。不要想这些将来的事给自己增加压力，先想办 ...展开
//@源众家庭与社区发展服务中心:男性应该怕被当作尾随者而快步超过前面的女性才是//@l鱼苗I:…………//@辣椒炒宇宙:尾随女生之前，流行过一段时间追小狗追小猫取乐，把小动物担惊受怕的样子拍下来当流量密码.还有小狗被赶下悬崖摔死过结果这么快就换成了尾随女生，把尾随女生、女生避险的样子拍 ...展开
//@阿猎木星初转腾:看了老人的话太难过了……几十年前家人之间说错的话，后来也没有机会讲，希望可以找到……「我完全，沒有擔待不了妳的意思呀。不管多窮，姐妹間互相照顧都是應該的。……妳應該了解我的。我一直都盡力照顧我的家人，當時從雲南背著妳逃難到緬甸邊境，背了一天一夜。我都是自願的。」
完蛋，刚觉得自己学会了，又晕了//@你娶昆凌_窝嫁银时olo:昨天刷到了！但有位日语的母语者评论说不是这个意思，是女生“向服务员要了但服务员给多了”，并不是没要。如果没要可能会用い而不是え 查看图片
//@阿猎木星初转腾://@清欢觉醒于海伯利安:感觉这事校方和警方需要给个说法//@推拿熊:这种都不坐牢那当刑法是白纸吗//@莉莉安说道:？？//@反射弧超长星人影九://@l鱼苗I:扩 偷拍还传播盈利凭什么大事化小//@一杯釅茶茶茶:卖钱的话要判刑了不是校方想不想的事，学校竟然还想让学生遮掩
