怀念以前的自由 ​​​
感觉像休了一阵子病假，回来上班的时候爸爸还在医院等我！不敢面对 内心不想接受这个现实 ​​​
回来早了 没赶上颐和园十七孔桥的晚霞 ​​​
本来去拍格格照的，无奈没找到，坐船溜达一圈，打卡了几个拍照的地方全是人  ​​​
分享图片  ​​​
今天见了爸爸最后一面，跟睡着一样很安详，以后再也见不到爸爸了，再也听不到爸爸给我打电话了，爸爸今天我们回家了，您长眠，我常念！  ​​​
不敢面对明天的火化 爸爸就真的没了 ​​​
笑死了我在看黄金儿子说让我给他买这个乾坤圈 ​​​
逐渐远离黑暗 ​​​
人生没有选择题 悲喜自渡 ​​​
陪老爸住院的日子，看透了人间冷暖， 隔壁阿姨老公也是肿瘤转移，才50岁 阿姨特别上心，为了叔叔养了一只羊，每天挤羊奶喝，世上除了孩子最亲的人还是老伴。#抗肿瘤的日子# 人生的路上越来越多的离别在上演，人生就像共同乘坐一辆巴士，有人先下车，有人晚下车而已。#劝自己# ​​​
世上真的没有感同身受 一个人不知道这几个月怎么扛过来的 每个人都要我坚强 ​​​
到了一定年龄就要承受该承受的苦和难，来了就接受 ​​​
三十岁偏要承受五十岁的人生 我也想休眠 ​​​
十年二十年以后没有家了怎么办？好难过 ​​​
只有自己能救赎自己 ​​​
凌晨一点钟，陪床中，病房的呼噜声难以入睡  ​​​
慢慢的所有事情都会忘记，时间真是个好东西 ​​​
有了孩子以后一半阳光是孩子给的，一半阳光是假装出来的，有了孩子没时间感慨没时间发呆没时间忧郁，其实夜里的我才是最真实的，很疲惫很焦虑很脆弱 ​​​
新年来#会员红包飞#活动瓜分会员福袋！每日领超大红包与SVIP免费时长！除夕当日买微博会员还送2024个成长值哦！&gt;&gt; ​​​
