这原来是棵石榴树啊。 ​​​
离开房间时，别着急，最后看一眼房间，回想刚才窗户是否关上、 窗帘拉好了没、灯关了没、还有没有忘记什么东西没拿，再关门。锁门时也慢点，要记得这个动作是刚刚实实在在做过的，再转身走。这下心里踏实，都收拾好了。回到家中打开房门，许久没住的房间里落了灰尘，还有一些小虫子。这个春天里风沙大 ​​​ ...展开
墨墨        四月三十日下班回来时见到室友她俩的好朋友带着孩子来了，她们躺在床上各自边看手机边说话，两岁多的小女孩在床边玩泡泡泥。打过招呼后，我就回房间换下衣服，开始擦拭下午四点半左右时突然刮起的大风带来的尘土，再拖地。        当下午突然刮风时，天色变得混浊起来。窗户外面的竹子、 ​​​ ...展开
室友在五月一日结婚了。前段时间我问另一室友：“她什么时候结婚呢？”另一室友说：“大概在五月吧，你去不？”我说：“当然去，我们住一起四年了，我看见了你们三个好朋友的友谊，还看见了她的两次恋爱，我还要在现场看她穿上婚纱时的美丽的样子。”她曾鼓励我要穿漂亮裙子，要收拾自己。她说她对于工 ​​​ ...展开
我从年前到现在瘦了两斤，不多的一个数字，但对于原来体重一百斤的我而言我能感觉身体轻了些，消化也好些了。太好了这样在夏天就可以穿自己喜欢的裙子而不担心腰上太紧了。我身高一五四体重在九十八不上一百我想是合适的。王老师他们中午说你要修仙嘛，中午吃饱些，哈哈我吃的并不少，就是要稍减些量不 ​​​ ...展开
在楼道休息时，小孩说我们打一把游戏吧？啊？不行，你看这监控，让人家看见了说老师居然和小朋友在幼儿园打游戏，我就完蛋了。你五一放假一定要来我家我们打游戏，我给你买装备。哈哈哈，好的。我想这小孩是太会说话了。我们关于和平精英的话题还没结束，偶尔小孩会调皮的做手枪的姿势，我也假装被 ​​​ ...展开
猫猫它比过年时瘦了点，它还认得我，还是那么爱人。 ​​​
我有耳机喽，是星星的爱亮晶晶，超级无比喜欢 ​​​
这样的愿望是失而复得的，我感到无比珍贵，就像2020年八月份我给自己说失而复得的初心，终于找到了长大了的我，对应的是我的第一个微博网名懂得长大痛。他的歌曲让我感觉到了这是又一次的积累，又一次的感知。相逢离开重逢又……，与自己与生命中所有重要的人，我终于明白了我喜欢他们的存在，就像我终 ...展开
周末出门时换上自己喜欢的衣服，这样的心情淡淡的却好极了，我让室友看我穿的黑色直筒牛仔裤和白色长短适中稍宽松的白色衬衫怎么样？像不像推销的？她趴在床边抬头看我，微笑说像却又不那么像，她建议我换件宽点的阔腿裤，我说好。于是我换上了临过年时买的水泥灰的牛仔裤，裤子稍长那就穿上白色的厚底 ​​​ ...展开
它们在清晨、在傍晚等着我离去和归来，由点点新绿变得一天比一天郁郁葱葱，谢谢如此安静的你们，让路途中的我懂得抬头望。 ​​​
在雾霾的天气里，远看这长得像梧桐树花的淡紫色小花们，一簇簇的长在枝头就像近的可以触摸的云朵一般温柔。 ​​​
都是可爱的女孩子呢，挂件的装饰让书包变得更有趣了 ​​​
昨天下午放学时小男孩说，你看！他的话语让脚步匆忙的我停留了下来。是，多美的一朵花呢，还有小孩指甲上是小女孩送给他的一个蝴蝶指甲贴，他很爱惜这只漂亮的蝴蝶，今天也还在，并没有掉。主班逗他说你送给我吧，好不？他边往后退边说，哎呀不行，你的指甲太大了不合适。确实，我们无论大人还是小孩都 ​​​ ...展开
棕色与绿色在一起也蛮好看的 ​​​
前天早上晨会时隔壁班的老师说她儿子发四天烧了，总在三十七度多与三十八多之间徘徊，晚上时孩子给她说他要吃炸鸡，就算烧死也要吃上一口炸鸡。她儿子上初三了，正是值青春期的小伙子，他在生病时能在妈妈跟前说出这样可爱的话来，我想这个娃娃是个会撒娇的男孩啊。        我们主班的儿子这几天也发 ​​​ ...展开
阳光轻轻拥抱着站在队伍里随音乐《克罗地亚狂想曲》跳着的我，这首音乐让人有紧张感但我觉得好听，在悲伤中有坚定。大臂带动小臂再转动手腕让手中握着的彩带在无风中随节奏飘扬。踮起脚尖身体绷直，手臂伸展开，这样就会减少缠绕脖子和手腕。啊，中午的太阳你过于热情，让我身体发热，汗从每一个毛孔中 ​​​ ...展开
偶遇相近的颜色它从小区的铁栏墙里跳了出来，看见我走过来时 ，它加快了脚步，见我并没打扰它，他又继续稳稳的向前走着。我保持距离的悄悄跟着，看见它驻足在路边停留的汽车缝隙里望着路面，观察到没有汽车经过后就走过了马路。它要过到马路对面去干什么，我不知道，但看它走路时稳妥的姿态与耐心等待 ​​​ ...展开
好久不见呐，猫猫！拍下睡眼朦胧的你感觉有点冒犯啊，嘻嘻下次不打扰你了，或许我的动作要更轻些才行。我们一起去摘菜，但是我告诉你啊，咱俩以后一起走路时你不要在我脚跟前走，这样会绊倒我的。我走个路还要预防被你绊倒或不小心踩到你，这可有点麻烦。哈哈还是小孩子的你可能是由于太激动了，等你 ​​​ ...展开
分享图片 ​​​
分享图片 ​​​
真正的大忽悠就在眼前，哈哈哈！ ​​​
喜欢他的感悟 ，说的太好啦！ ​​​
墨墨，你有点搞笑哈！ ​​​
嗯，雨后的空气格外清新。 ​​​
嗨，你有点酷呦 ​​​
他瘦了些，不过又更帅了耶，嗯，我也要再瘦一点，一点就好，就轻盈些了。 ​​​
小男孩邀我周六打和平精英，他在喝水的间隙给我说过好几次这个游戏如何好玩，我也表达对他的赞许，觉得他厉害。他说你周六要下载这个app哦，我在大唐不夜城，地铁逃亡。我说那就看运气，那多人呢，遇不到就算了哈。他说我周六上午打羽毛球，下午会打游戏。哈哈，我心里高兴，我喜欢这样的说说而已。孩 ​​​ ...展开
中午时我跟Michael说这日子过的跟汤药一般，他笑说你这么年轻怎么会这样说。我也笑着，心里想为什么？汤药一般的日子，但我爱它，这说明了我有病，我在治病中，我在痊愈的过程中，终有一天我将痊愈，热水澡让我洗去污垢，重新走入阳光，皮肤轻盈感受温暖，头发蓬松拂过脸庞，那欢声笑语是久违的问候。 ​​​
再过二十三天我就27岁了，那不易消退的黑眼圈提醒我，我已不再那么年轻。去年春天时我给自己说不能再熬夜啦，要早睡早起好身体，可去年一年都在晚睡中，大多数的时间也在迟到中。在这26岁末倒计时中的放肆产生的疲惫感让我知道一切都有限度，我要节制，不然黑眼圈将陪我从白天到黑夜，本来就黑，再黑上 ​​​ ...展开
居然能这么相似。从小到大遇到同龄人前半年生日的人都少，和我农历生日相同的就三个，一个是高中的一个同班同学，这是个男生，叫啥名，我忘了，其他两个是我现在的同事，两个个子高高的大美女。哼，那我就花十五块钱重该改网名，因为这点要不一样，生日也改成农历的。 ​​​
写得好 ​​​
步伐小朋友喜欢胡乱走，有时大胆的让人想要抓住这不顾危险的人，有时是小心翼翼踮起脚尖轻轻走，那么灵动。蹦蹦跳跳的时候最多，他们的步伐是跳跃的，欢快的。少年的步伐也轻盈，节奏是明快的，也有慢慢悠悠的却自在。前面这个男孩走起路来有点踮脚，他多么轻盈，心情应该是欢畅的。成年人的步伐一 ​​​ ...展开
去年的秋叶，不，它们也走过了冬，来到了今年的春，它们不愿离开枝头，可无论如何恋恋不舍，它们都将相继在最后一场春雨里乘着风飘扬落下，或在阳光明媚的春风温柔里缓缓落下。像只从天而降的小船飘飘荡荡，摇摇晃晃回归港口，那所有的，最后的记忆终是它喜欢的。 ​​​
喜欢看风景的墨墨这一周时间来墨墨喜欢跳到我房间的窗台上看风景。今天中午我做饭时看见它进去了，我跟着去看时，它在窗台上趴着正看向窗外，它一看见我就跳下去钻到床缝里，不见它出来我就过去看，哈哈脑袋藏了起来，可尾巴和屁股仍露在外面，你怎么还不跑走呢？哈机智的小家伙你在等我走。在白天 ​​​ ...展开
悄悄的墨墨室友和她的猫住我隔壁，猫叫墨墨，从它的毛色看，这名字很契合。它来了有一年了，刚来时小小的，室友很爱它，现在它长大了圆嘟嘟。刚开始它就只在室友房间里待着，渐渐它学会开门了，就自己出来在客厅，厨房，厕所里转。怕它打碎东西，乱吃食物，我们一度在上班时，会把它锁在房间里。怎么 ​​​ ...展开
二月七日晚上我问妈怎么今天一天没见猫呢？妈说在隔壁它婆家吃好吃的去了吧，也没见在外面。二月八日，我明天就要去上班了，今天还是没见到，它没来转转。终于晚上七点多哥和他的朋友在另一个房间吃饭时，我看见它走进院子了。我和它去烤火，喂给它红薯与肉骨头它都不咋吃，原来它不饿。小家伙，告诉 ​​​ ...展开
今晚我和爸说起它睡觉的地方，爸说它还会在门前的海绵布上睡，像只看门猫，哈哈，那里是晒太阳的好地方，翻看照片刚好初五时我给它拍了一张刚睡起伸懒腰的照片，初五的天气暖和。昨天立春了，天气也暖，我们在家待亲戚，中午我将辣肠袋子塞到燃烧过的炮筒里，就去厕所，出来时发现它在舔辣肠袋子，嘴 ​​​ ...展开
还是它初四是个阴天，大家都去九龙山转了，我感觉有点冷，想着明天我们会一起去姑姑家，就说我不去了。中午起来给自己做了饭吃后，就准备坐在炉子旁看一部电影，它的时长刚好近两个半小时，我可以休息下，看完后就去洗个澡，嘿，可真好。电影开始了，我看到小猫掀开门帘进来了，我没理它继续低头看自 ​​​ ...展开
在炉火旁睡觉的猫，第一步保持姿势优雅眯瞪一会，第二步找一只柔软的拖鞋靠着继续眯瞪一会，第三步靠着柔软将自己团成一团呼吸浅浅起伏着，睡着了。大家聊天结束各自回房间睡觉后，它也要离开火炉，回到自己的沙发上去睡觉了，看，聪明的它懂得在有限的环境里自适其适。 ​​​
一个来冰雪之城哈尔滨，一个来自熊猫之城成都，谢谢小朋友们遥远的礼物，“逢熊化吉”这四个字给与了我鼓励。 ​​​
邻居家的猫今晚与我们一起吃饭，它与我们人一样都喜欢吃好吃的，余剩的肉骨头它最喜欢了。我们的语言虽并不相通，但都能通过互相观察懂得彼此的善意恶意来保护自己的安全。这半年时间来的偶尔见面让我觉得它是只性情超级温和稳定又随性的猫，从它很小的时候它就没抓过人，它会慢慢的靠近人确定没有伤 ​​​ ...展开
挥挥手再见啦        回首往事，那些没随时间淡去痕迹的记忆，永远留了下来。       天天是我2020年第一次实习时认识的小班小朋友，他们一家租住在幼儿园后面的居民楼上。每天早上奶奶或爸爸会抱着他来幼儿园，妈妈是小学老师上班比较早，来不及送他。       记得每次吃早餐时，奶奶总是会喂他吃完 ​​​ ...展开
梦的跳跃转场梦的没有关联的碎片变化，趁记忆还在抓住它。孩子响亮的哭声，我和几个男女在炕上照顾着还不会走路的小孩，应该是长辈们我看不清脸是谁，这个小孩的亲爸妈呢，我们都不知道他们是谁，去哪儿了？忽然小孩贴着一个老头似的人叫妈妈，妈妈，我突然哭了，其他人有些愣住，我抱着小孩说你看只 ​​​ ...展开
当我看不清我的周围时，我从李健那里看见了许多美好的他喜欢的或喜欢他的人，听到了动人的音乐，看到了能启发人的、还有些看不懂的文字。能自我成长并坚持自己直到闪耀着光时，这光芒是能照亮到许多角落的，他通过音乐做到了。他说过人们不要神化他，他和大家都一样，哈哈是的，他同他的妻子是一样美好 ​​​ ...展开
梦见梦中人        周六晚上睡着前，闭上眼睛在脑海里回想高中的校园，那些我走过的地方，从一楼教室前走到篮球场，再走向操场……       我又想起那天晚自习课间我答应他，晚自习下后我们一起走回宿舍，星星陪着我，我们三个一起走，我有些激动还有点开心也有担心，不知担心什么？在上晚自习时我甚 ​​​ ...展开
晚安，凌晨两点。 ​​​
又想起初一的英语老师说我善于扬长避短，我听到后想这是夸奖还是有言外之意，长是什么？短是什么？我没有问她，也没有问我的朋友，我的家人。我感觉有些羞耻，感觉有些我不愿承认的在脑子里还是一团模糊的没有明确答案东西好像被她看透了。从那时起在她面前我有些小心翼翼了。伪装，表演终究会露出马 ​​​ ...展开
哈哈太久没有写微博，首先琢磨一番，百度一下在哪发，晕自己！听到卫生间的莲蓬头滴水的声音及频率就像小时候家里挂在墙上的钟表声一样，哒哒哒……钟表的指针永远以一个不快不慢的速度往前走，转圈循环。奶奶教我会怎么看它后，我很开心我终于能够认识它了，它告诉我什么时间该做什么，日子有条不紊 ​​​ ...展开
