//@情感张半仙:玄学的最大作用，就是安慰焦虑，却解决不了问题。
可爱西高地
//@recky_yy:哎，还没有什么女性真正走到权力的顶峰呢，就这么着急把人都给拽下来 //@爱拿自己做实验的伪科学家:精英女性的困境为啥要怪女性呢？这是因为男性没有同步成长起来意识到自己需要在家庭事务上更多付出才符合现代家庭结构；这是因为社会性支持的落后（甚至是倒退了，之前没有哪代人养 ...展开
同意//@墅姐:”摆在电子书库和书柜里是内心深处的显化“ 同意，右边的书单很好。我书架上也有一堆这类书籍。有天我发现，我居然在不同时期买了共三本/版本的Think and Grow Rich（思考致富），我每次看到就拿起来翻几页，感觉财富能量满满。最早是我在Bob Proctor生前的视频分享看到的，他很推崇 ...展开
//@recky_yy:晚上能睡好觉，白天就有劲儿举铁；白天举了铁，晚上睡的更香。。如果生活只是睡觉+举铁，就会简单很多😂
世界上没有无条件的爱
//@Devsource_://@深圳县令:这部纪录片以罕见视角定格大国外交的细微瞬间，未来或成研究东北亚地缘关系的关键影像史料。
可是她不是这种人啊，她在别的节目里说，因为家庭关系的原因（盲猜是因为父母不合），她从小就很注意察言观色，也很看重维持场面的和谐，不由自主会这么做。她也说过别人的评论，网上的声量对她会有心情上的很大影响
😭
当孩子的一方，我认为要认清现实和人际关系的本质，不要再念念不忘父母“无条件的爱”，破除这个迷思。想想对自己，能不能做到无条件的爱。以及试着养一个小动物or一盆植物，观察自己，能否做到付出“无条件的爱”。如果小动物不听话、添麻烦，自己是什么心态 。（抱歉多说了几句
人在人际关系里，都是要先满足“工具属性”，再谈情分。“无条件的爱”如此高要求的情感分，如果对方连基础的工具属性都缺失了的话，比如瘫痪在床的父母、自闭症的孩子，那关系中的另一方，实在是太“无条件”了。爱还是有的，但肯定会有怨言的。。。
后半部分很同意，前面关于父母对孩子“无条件的爱”和“不要有期待”，我虽然没有孩子，但纯站在孩子这边，我还是认为，这是不可能实现的。世界上没有“无条件的爱”，如果不是你的孩子，就不可能如此爱他，所以条件是亲生的。如果孩子犯罪、给家里惹麻烦，爱的程度也会减少，所以这也是条件。
//@晚稻的只言片语:大脑停下来，看看外面的风景，或者身处让你眼儿鼻身舒适的地方，这些都需要通过感受分辨。烦恼是解决不完的，能停下来一会就已经是境界。
//@董董Mercurio:特别好的分析！福利并不等于低效，把福利等于“养懒人”也是非常错误的看法。其实福利促进普通人参与公共事务、给予许多人发展自己的可能，甚至商业视角，一个中产阶级强大的社会是非常有利于创业和创新的。福利话题我晚点写。
//@董董Mercurio:思维模式比观点根深蒂固，很多人一生无法更改。因为思维模式比观点有更强的自适应性。观点和事实产生冲突时，如果人思想足够开放，那么会不断修正自身观点。但是思维模式本身不存在和事实的冲突。思维模式可以适应在任何话题和观点之下。所以思维模式比观点更能看出人的真正和彻底的开 ...展开
父权制社会啊，男的可以当1.5个劳动力用，背后是因为老婆的付出，所以已婚男被默认可以多放精力在工作上，这也是他们更容易被提拔升职的原因，所以这也是追儿子的原因//@爱拿自己做实验的伪科学家:我的同组女同事，45+，未婚未育；我的同组老板，50+，未婚未育；我的医学部SVP，50+，已婚 ...展开
//@硅谷王川:时间长了，很容易看出大部分人的行事模式的缺陷：  第一，东一榔头，西一棒子，没有耐心积累，在任何竞争中都没有明显优势。那么日常自然也会非常辛苦非常累。  第二，因为急于求成，容易利令智昏，常把自己置于看上去概率不大，但可能彻底毁灭的风险之下。遇上一次，就把之前十几年，几十 ...展开
//@硅谷王川:通过强制函数的引入和设定，打造复利积累的系统，比临时起意的行动要重要得多。  需要思考的是，我每天所处的信息环境，是否不断把我的注意力推向构建可以持续积累的优势上面？还是不断推向廉价多巴胺和无病呻吟的陷阱之中？  我所处的信息环境，能否帮我迅速甄别和过滤风险，还是不断把我 ...展开
//@CNU_blank://@飘荡的绿风筝:毛姆：心软和不好意思，只会杀死自己。理性的薄情和冷漠才是生存的利器。
好看
太对了，哈哈哈哈哈//@狗匝:朋友的痛苦总能变成快乐
//@我又有一些真知灼见:用你坚信的，指导属于你自己的。无论在网络世界里遇到多少位明灯，自己在路上还是要眼观六路地照顾自己，因为明灯的地图可能和我们不一样。理论观念如果不能落地于日常，只是在网上以不断涌现的新词新句的形式频繁更新你的词库，那不太好，别弄得最后这脑子总是新的，而生活实际 ...展开
//@乔卡伊Cyokai:产生算命这个行为就说明了这个人此时此刻是非常脆弱的，非常非常不自信，不相信自己的事可以通过自己发挥主观能动性去解决，而是寄希望于虚无缥缈的神佛上面。真正在社会上经历过历练，靠自己解决过很多问题之后，你会发现，你就是你自己的神佛。
弟弟求职第一帖
好人呀
//@绮丽无忧:看老娇多文静
//@绮丽无忧:#呼吁动物保护法#   高空抛物罪能被提起公诉，也是意外
//@乱世一代N:结果还是因为高空抛物入刑，前两天还看到澳门老翁虐待鸽子被抓了。
//@裙子儿:如果你有想实现的事，就先提升体力。如果体力差，你会耐力下降，快速寻求舒适，无所谓胜负，无法忍受疲劳。要打造出能充分承受你的苦恼的身体。没有体力的时候，精神力也是一句空话。//@罗大伦:有道理。//@神医老范:心强体健
//@绮丽无忧:如闻仙乐耳暂明
//@Lulu_同学:困难都是短暂的，杀不死你的，只会成为你成长的燃料🚀//@墨子走出去:深陷负面情绪中时，甚至都不想开始，不想尝试，总给自己找各种借口摆烂，不好咋破……比如此刻
//@LegalAlien-1124:什么都没有就只能付出真心。
//@recky_yy:看到不少人在酸金刻羽。美国前些年对国际生确实宽松一些吧？自费留学的不少，拿奖学金的也不少，签证更好签一些。当然能去读美高的都不是一般家庭，但怎么说呢，看到有二代女孩被家庭这么托上去，我并没有什么意见。。反正二代怎么都是存在的，有女的能上去不好吗，总比托一些烂泥扶不上墙 ...展开
当家庭成为杀人犯的合理庇护所，那女性唯一能做的就是不走进那个牢笼。
//@绮丽无忧:二毛后面的是谁？ 二毛翻肚皮了
//@绮丽无忧:弟弟现在小名叫咪日？ 
本来就是
恭喜！寿星加油
//@绮丽无忧:对呀，京1号证据，吴连凯后来好像改名叫吴旋
//@静静happytomato:有种经济上行的美
//@焱焱焱鑫鑫鑫:有些人对国人的要求，即使是受害者，也要求是完美的受害者。对侵略者却总想找到一丁点善，来证明他不是个坏人。真不知道是什么心理。
//@Ridiculeisnormalcy:我问的几个问题都不应该有左右，而是应该诚实面对。比如，明明不可能愿意嫁给穷人的，却标榜不需要门当户对。这个就是政治正确的虚伪//@gogogogong:关于婚姻是否选择门当户对，这个很难用左右区分，因为好多自认为保守派都是老夫少妻，女性通过婚姻改变阶层，比如现总统婚姻。 ...展开
//@藍_思祺:学新闻的人一开始都抱着非常大的信念感和使命感，可是在实践的过程中被现实打击的一次次质疑自己当时为什么学的新闻。所以，最终宁愿放弃也不想自己去玷污自己心中的那片净土。
//@驴checker:找工作就像相亲一样，嫡系&gt;实力&gt;会舔
//@爱拿自己做实验的伪科学家:最右真是醉了。明明是男的脏，还好意思说女方不自爱？正经谈几个月恋爱，一次XSH就这样了，这男的得多脏？评论区说要婚检要检查报告什么的，可是很多感染的男的检查也查不出的，假阴很多。咱就记得一个数据，1/3的男人有HPV。恋爱除了自己打好疫苗，要对方体检+疫苗，还要 ...展开
//@Ridiculeisnormalcy:估计是抑郁了。人的生命和健康才是最重要的。在混沌的世界中，要有这种清醒的认知：只要自己尽力了，就不是自己的错。显然这是一个努力又有实力的人，这世界不公平，不是他的问题啊。活下去才有希望，大不了就躺平，找其他机会。都比自杀好。不是自己的错，完全没有必要惩罚自己 ...展开
//@何日君回来://@隊老师:我时常不太喜欢那些没有细节的神圣，更喜欢这种自我解构下，充满细节的矛盾挣扎，那一刻骂娘是真的，不愿也是真的，最后还是遵从内心，帮助了别人也是真的，这是我心目中的英雄的样子，很真实，就像我们自己面对同样的事会经历的一样。虽然说出来有点矫情，不过我觉得他没能登 ...展开
//@狮子mentos:抱抱……想起我妈妈在医院辗转的那四年。现在想起来恍如隔世。那几年见过的悲伤人生像封锁在铁盒子里，不打开则已，打开的时候让人没顶。
罗谨，《南京照相馆》真实原型
罗谨
//@绮丽无忧:弟弟胖了
狗子真好
//@绮丽无忧:很同意，什么时候能把中国人当人看//@jimmycloser:这个问题的关键在于，在适合的历史节点，能够彻底清算的三方力量，出于各自的私利没有把中国人当人，以至于没有彻底清算，中国人的朴素情感被政治反复摩擦。
//@安静的夏天8:人类社会其实就是一个食物链。而所谓文明，就是淡化自己“吃”的一面。 ​​​
//@菜刀曦曦:我们女的就是素质太高了。建议素质低点。过低素质人生，享高品质生活。//@SpicyPiggy:妈妈们因为怕孩子们在高铁飞机上打扰周围乘客焦虑的时候，精英们在捍卫男的公共场合挠裤裆的权利。
//@LPIUTY:#男子偷拍母女二人如厕被拘并罚金500元##男子偷窥偷拍女性如厕被拘7日##广州一男子在女厕隔间偷拍被抓现行##男生两次伸手到女顾客裙底偷拍##店家回应男生疯狂偷拍女顾客裙底##男生超市2次偷拍女顾客裙底##男子步行街尾随偷拍女性裙底被抓包#//@LPIUTY:#男子装摄像头偷窥女租客被刑拘# ...展开
//@LPIUTY:#男子装摄像头偷窥女租客被刑拘##广州一男子在女厕隔间偷拍被抓现行##男扮女装进女浴室偷拍被同学发现##1天2起男扮女装大学澡堂偷拍##男子偷窥偷拍女性如厕被拘留7日#
//@一剑苍狼016:回复@用户6505701171:说反了，是日本知道继续下去是必输的，除非让美国势力退出西太平洋，所以赌博打珍珠港想逼美国谈判。当时因为日本黄金耗尽，美国不卖石油和钢材给他了，日本要控制东南亚和制海权。//@用户6505701171:回复@朴Rosseneri:现在来看是蠢，当时日本觉得自己赢麻了，可以 ...展开
可怕😥
//@生活有倒影:这一定是徐熙媛了
//@我又有一些真知灼见:科学，严谨，望周知。//@猫撞:相当于调休//@地球oline发疯实录:相当于调休
//@何日君回来:女的坏靠的多半是语言系统，男的坏靠行动暴力。男的坏有结构支撑，更有隐蔽性。女的坏，坏得更明显(恶心)，实际整体破坏性小。作为女性个体，厌女很正常，因为生活中你更容易被女的搞，一般你动不了男性的蛋糕，或者说系统会洗脑洗到你会用爱情去理解男人的剥削，具有隐蔽性。男的剥削你 ...展开
//@来自星云滴Sun:西方人看的都是美国好莱坞犹太人资本开设电影公司拍摄的《辛德勒名单》《钢琴家》《无耻混蛋》《安妮日记》《穿条纹睡衣的男孩》《美丽人生》，人家犹太人时刻不忘宣传自己的悲惨经历，这些电影血腥程度远远超过南京照相馆。然后就有一些人却赞美以上美国拍的二战电影，却贬低辱骂中 ...展开
哈哈哈哈哈哈
//@是雨歇:为什么要纠结自己记得恨着，日本人现在也记得啊，只不过他们纪念核爆遇难者，纪念靖国神社里的战犯，纪念各种战役里战死的士兵，每年都有活动。他们可不纪念被他们屠杀的人，他们在按他们的方式记得，你自然要按你的方式记得，记得他们犯的罪。
想爸爸
//@绮丽无忧:狗看起来真的很疑惑。哈哈哈哈哈哈
回复@朵兔鸭:锦衣夜行，对内心渴求认同的人来说，比杀了ta还难受//@朵兔鸭:所以只跟家人分享自己的生活，不发朋友圈最好，特别是身边朋友，不给他们看你过的有多好
//@宛利哈:亲人百句不敌外人一句
//@找不着鹿:「男性申请者和女性申请者唯一的显著差异是申请者感知到的父母期待和性别刻板印象的影响。」//@林奶粒:今年3月Berlin School of Economics Discussion Papers刊登了一篇论文“The Gender Gap in Gender-Blind University Admissions”，研究为什么中国一流大学中“男多女少”。研究者发现 ...展开
//@绮丽无忧:据说还有狮子，也可以这样被“预定打猎”，很不喜欢人类这样的行为，虽然是这种“合法的打猎”
//@格式化52756:没想到AI救了CEO
//@丨木火葳蕤:是这样的。父母没用，孩子会嫌弃父母。孩子没用，父母也很难不嫌弃孩子。
"//@今天也很开心鸭鸭鸭鸭:主要是广告词吧就像想抖个机灵结果出格了，(genes) are passed down from parents to offsprings. often determining traits, like hair colors, and personality… my jeans (genes) are blue. 然后广告的标题是sydney has great jeans （genes）。"
同意！//@heraldtothegaudyspring:就像最近的抗日片争议，同样的道理。为什么那么多反纳粹电影但没有人仇恨德国人，因为他们做了切割，德国人不会觉得《辛德勒的名单》是在煽动对德国人的仇恨。日本人为什么会觉得中国的抗日电影是煽动民族仇恨，因为他们没有做切割，他们一直和那些战争罪犯站在一起。
越来越好
//@女王大人KWM:我现在的观察是生孩子后悔的特别多，女的居多。我觉得社会不应该去shame这些感觉，因为无论做什么都会有后悔的时刻，尤其是现在生养孩子投资回报率非常低，要是再摊上一个不健康的孩子这辈子真的都搭进去了
//@这是Qihao:女人只是要上桌了。 很多人就觉得女人简直是要上天了
//@绮丽无忧:话多的漂亮女鹅
//@雾岛的风吹散了月色:分享我的漂亮女儿
gap year
