//@想发财的炎虎:回复@想发财的炎虎:也可以说是逃避成人世界里粗俗冷酷的互相算计与丑陋真相——每个成年女人都难以避免两种定位，一种是不服从的自私坏王后，一种是服从了却被榨干与轻视的黄脸婆，只有幼女会被投射初恋幻想，不进入这两种角色中。//@想发财的炎虎:回复 ...展开
//@冬恋夏殇912:这老登又坏又蠢//@马斯喀特的一颗椰枣://@TouchParis://@北境Alice://@谦虚琉璃爱化妆:“秦雯手下有许多高质编剧，不须用业余的人。”还得是王导，一句话就卖了秦编剧。
//@大尾巴小白羊://@可以的掌门:“如果有一个男人对你说，离开你我活不了，快跑”。人应该先能自己活着，再去要求别人跟自己在一起。//@recky_yy:那期节目看了，这篇文章还讲了些新内容。“我也可以有我的PhD”，说的太好了啊，女人太容易被男人早早的追求“捕获”，然后生养孩子好多年。。当初的自我 ...展开
强奸犯的嘴脸
//@透明人間的蒸气://@穿乔琪纱的夏天://@哈喽阿凯蒂://@婉司姬://@有盐电影://@酒千千千:祝她一切顺利，也遥祝现在还在造她谣的人生活永远倒霉//@famfamfam:她为了不给肖同学留案底，所以没当场报警，宽容。肖同学说父母离异、父亲不管他、母亲高血压，她就没当场给他父母打电话，温柔。她长期义务献 ...展开
//@维司塔:男方骚扰女方被起诉后，捏造事实说女方拜金、勾引（泼的脏水都太典了），并对南周记者说女方“诬告”，可惜这些在外国都不好使。男宝在本地太受庇护了，还是多担心自己在文明地界和新时代按老习惯过日子哪天被抓了吧。
//@用户7880702050:大家都别装外宾了，忘记那三年了吗
//@罗_柚:峰哥说过的争议性话题不少，什么馒头面包谁好吃，韩国人吃不吃起西瓜，也是挑动incel情绪的话题。但是我打包票他被开盒是因为性别议题。其他话题的争论对3d来说还是一种小打小闹，唯有恨女人，是最深刻且强烈的情绪。
//@罐头辰://@-秦闲-://@鱼俞木://@失眠老蟹://@意大利肉酱焗饭://@軟體大貓://@艾伦艾比:几年前看过B站那边的访谈视频，建议大家看看原视频，老师平稳轻盈的声音极具感染力。//@Kalak_39:转发
//@麦卡PU10P:再转一次。我完全理解并接受当前法律条件下对性骚扰的判定标准和证据要求导致原告很难胜诉，但是具体到本案一审，实在有太多令人困惑难解之处，舆论普遍质疑有相当的合理性。虽然败诉方很可能已经放弃上诉，请法院或检察院根据《民事诉讼法》相关规定，考虑对本案的审理过程进行内部监督 ...展开
//@维司塔:我感觉这反映了很多政治舆论的根本问题：社会不公正会把自己合理化，让自己看起来像是“常态”。人们把视线转移到其他地方，最大的问题却成功隐身。要走出这样的困局，需要有更广的视野。而越是不平等的社会，高质量信息越是只有资源更多的人才能得到。由不平等造成的封闭认识，导致人做出错 ...展开
//@透明人間的蒸气://@皮拉得斯酣醉://@麦卡PU10P:转需//@滑雪的江鱼儿:博主帖子里的链接简直是手把手教程，非常实用，网络喷粪其实轻松可治。//@绿毛水怪夜奔ing:通过武大这一课，大家都学会了遇事要报警，那么你们即将迎来人生的第一课—-报警。亲身经历演示如何报警供参考。
哇哦，磕了
//@透明人間的蒸气:想起之前看一个被qj的女孩（美国人）写。她无法接受亲友盗取她的痛苦。她把被qj的事情告诉亲友。亲友反而难过发疯自责，反过来需要她的安慰，特别荒谬。//@麦卡PU10P:吐了。后两种人挺多挺典型的
学到了
互联网确诊//@寒半仙算命不灵也要钱:又在网上给自己看病看确诊了，我不仅下楼梯会感觉踩空，我上下楼梯周围不能有人不然总感觉他们摔下来会砸到我，或者我摔下来会砸到他们//@大荒截图君:每天在网上确诊//@商羊挖鼻小岁岁:除了晕3D其它都中//@真十内:啊我下楼梯就是得慢慢走，总感觉会踩空滚下 ...展开
//@透明人間的蒸气://@Chouchou_1898:杨同学就是正常女性，她怎么做正常女性就怎么做//@portree:就一个疑问，如果觉得不对，正常女性第一时间会怎么做？
//@透明人間的蒸气://@堂前萱草开:这还没有针对性？//@小白兔吃成球://@謝霊運://@时悦之://@千凌莫羽:我又去看了一下杨的两段去打水的证据视频，然后发现一个惊人的事，就是杨去打水的时候肖是没！有！掏！的！杨坐下去之后才开始的， 而且一个人不可能时间内打两次水，也就是说杨同学一开始也在怀疑 ...展开
//@透明人間的蒸气:谁记得西安地铁那个被保安撕破衣服拖下地铁的女性 只是因为她打工作电话的声音很大。男女自由度的悬殊。某些懂事的女性可惜没遇到这一幕，不然又可以体面躲避，表演一个“不打扰”“尊重男人的自由”再发博向男性邀功。你们好棒哦。//@堂前萱草开:湿疹，都是湿疹，拍视频的人是偷拍 ...展开
//@透明人間的蒸气:第一次在首页看到武大案是看一个男博主在说，留下的印象是一个自私自利的女孩为了保研陷害了一个无辜的男孩。 当时有料到这种描述有偏颇的地方，却没料到污名之下是一个这样高尚，利他，有理想的女孩。 //@麦卡PU10P://@想冬眠的十万://@famfamfam:她当时说“我不知道你是不是第一次 ...展开
新闻里说男人精神病，真是灵活的精神病//@走壬午的封铌://@安提戈涅_WhiteBlade:有通报吗//@一两二米://@汐月LunaT1k://@白日梦想家_yx:【 南昌青云谱八大山人梅湖景区命案  】2025年8月10日下午1:50左右，一男性壮年歹徒因被拒绝搭讪而杀害19岁女大，用剪刀捅其颈动脉、腹部等10多要处，致使被害人未 ...展开
灵活精神病//@黄腿肠:好灵活//@萝贝贝:【被鉴定人在案发时为急性而短暂的精神病障碍】
//@林延初:看不懂//@_麟九_:还好我看不懂中文//@-6時間-:呜呜//@圣地娅鸽:看完上吊都没力气了//@萙草籽:我眼睛尿尿了//@nickel拟科://@YUI_幽---重度网瘾患者orz:哭了//@yzalnmadekilskooL:突然看不清字是咋回事//@九临叮铃响叮当:他妈的
//@大尾巴小白羊://@桃子与司康:微博未经身份核实就宣告揭露肖某过往劣迹的武外校友们是冒充，紧接着媒体矩阵齐刷刷顶热搜，这滔天势力真让人大开眼界。//@麦卡PU10P:还有武外校友封号后17点17分的媒体轰炸式转载//@WithUTillTheEndOfTheLine:图片评论 查看图片 // ...展开
//@劳东燕2004:我很不愿意谈被害预防问题，因为被害预防往往意味着要被害方自己提高注意能力来防范风险，甚至有将注意义务分配给被害方的嫌疑，明明应该是加害方需要承担不侵害的义务才对。然而，当下的现实情况是，无论是网络暴力还是Maskpark树洞事件中的偷拍与传播，被害方实际上都很难获得有效的法 ...展开
//@东皇太二33:不要输给他们//@丛林大鹅:高认知+高自尊水平的人在向下兼容、跟低认知人群打交道时，有一个最大的问题就是如何处理低认知人群的野蛮。因为法律真正能约束住的只有高自尊的文明人，野蛮人那可是啥都不管，主打一个“我不要脸我有理”的玩命索取。所以跟这类人打交道的最佳生存手段就是高 ...展开
//@透明人間的蒸气://@无端思茫茫:韩律师说得非常清晰。有一点不认可：仅从个人利益而言，女生已经督促学校处分、还继续向法院提告，确实显得「没必要、得不偿失」，但她显然是有公义之心，要让这次性骚扰成为肖某某的最后一次。她被诬陷学术不端的那篇论文，研究的是「家暴」；作为性别议题的研究者， ...展开
//@透明人間的蒸气:公公这话一点也不意外 //@chicheng-:在这种吃女人的世界我再听到一句男女互换我就要破口大骂//@库特纳霍拉的骨头://@一个坏女通讯录小林重生版://@老月亮亮://@绿毛犀牛的://@偶尔大雨滂沱-:我惊讶于这句话这些信息居然被刻意隐去了，是媒体自己都觉得太炸裂会引起众怒吗？我在某音 ...展开
金句
//@维司塔://@不厌读书中48615://@_Reno_挚爱FF ://@我见青山多可笑 :感谢南风的报道。#平均一名女性隐私视频售价为5元# 五块钱………  查看图片
田力真的//@维司塔:🤦🏻‍♀️//@麦教授Max:……//@萝贝贝:？？？？？？？
严格来说，我不讨厌好女人，只要她不双标，就，像爱男人一样爱我，像要求女人一样要求男人。 ​​​
//@出版人周筠:我是武汉人，以前对武汉外高只是耳闻，只知道尖子学生多，这次我知道了——这所好中学有那么多有担当的学生，有女生，也有男生，这远比高考成绩出色让人欣慰。//@CafeCathy14:武汉大学超话#武大回应图书馆事件#   为了贵校声誉，武汉外国语学校应回应“肖明瑫中考分数不过线”，“肖 ...展开
这才是真正的诬告
肖少不哭，开路虎！肖少不哭，带名表！肖少不哭，打电竞！肖少不哭，赏樱花！肖少不哭，开奥迪！肖少不哭，坐下撸！//@普史蛋挞:要是男的这么干，早进去了，最低也得是拘留
太好了，避免了好多女孩子被祸害，杨同学功德无量
啊？这样的复仇剧情真的有点爽啊
//@黑板报的水晶:👉//@甜妹博物馆: maskpark这种受害者上百万的事件上不了多久热搜，大连武汉大学这种踩在流量风口的破事天天占用公共资源，房间里的大象总是被忽视
//@维司塔:原来北大也有啊，清华里也有“遛鸟”的，甚至还是一个师兄晚上出门撞见过告诉我的。正常男性不会代入肇事者，反而和女生是互相倾诉的对象。实际上惯犯在当地的圈子里都会很有名。这次站出来指出肖同学高中事迹的多名同学里也有男生。（有一点性别差异：对校园性侵害的报道指出，女生圈子早就 ...展开
太伤bro感情了
坚决维护肖父姓名权！
bro，早日醒悟啊
#豆瓣崩了#肖同学太优秀了，感动！百忙之余，他还要亲自挠痒痒！天呐！这种活怎么能让我们少爷自己干呢！ ​​​
//@CafeCathy14://@Tiger公子://@冰豆浆两块一杯:我说这男的真的是挤压了正常患者的生存空间，本来一些发生在私处的疾病对于正常生活的人就很烦了，突然隔空飞来一个大锅。
Mark//@罐头辰:🐎//@夏目家的小诗哥:微博真能学到东西//@水菱月纱:继续学//@远古文物夏青花:马克 //@梅八叉:华住会最新的店特别好住。汉庭3.5，桔子3.0，全季5.0。尤其是汉庭3.5，价格常年稳定在150-250元，干净整洁，床垫床品都足够舒适，记忆棉枕头对颈椎病患者很友好，还可以投屏看电视 。七八百 ...展开
//@燃烧的雾港水手:意大利最高上诉法院裁定意大利男性在公共场合触摸生殖器属于刑事犯罪。//@超标本实验部://@大口吃一夏://@拔掉阻生牙:哇塞哇塞//@Ablation_:搞笑//@幻想移动:黑色幽默了//@哥诗拉bot:意大利到底还是个保守的传统宗教国家，比不上中国，男人可以在公共场合自自由自在掏裤裆
永远发声，永远坚持正义
男的大讲自由平等人权公义，除了女的。
//@透明人間的蒸气:下面这篇写得很好。 希望还保持中立，或者对此事尚存疑惑的朋友们看一下。以及右边的链接汇总了本案的相关记录和视频。大家可以冷静地看完，自行判断：网页链接
//@透明人間的蒸气:真的写得非常好。我觉得足以打动任何把自由和公平放在心里的人。//@松谷之梦:第一次看到这封信，原来女生是想把武汉大学作为共同被告的，读完只能说感佩。
让互联网记住这张脸//@猫猫张圆圆://@当众跳楼://@飛鳥過平川://@軟體大貓://@脑仁炖菜://@椰子鸡大火收汁://@沈烺檀MIO://@命理师枕星河://@鹤临香川://@_Reno_挚爱FF://@莉莉安说道:这个转发键看起来很丝滑，一不注意就//@边雀投江:手机自动转发了
同情肖同学的都先自证一下。人家肖同学赏个花就能上财经，你能吗？先证明你有这个资格，再来同情肖同学。 ​​​
//@维司塔:女人们想交流约会对象是否已婚是否有性犯罪记录是否有危险信号，男人立刻就开盒了女人们，排列她们的照片打分选美……所以不然人家为什么要提防他们呢
//@旧常识://@石扉客2018:绝对支持袁立，支持一切敢于公共发言，勇于公共参与的艺人等知名人士。
请看动图//@病鹤斋://@欢笑刀叉:我就说这个武汉大学肖某性骚扰案法律判决不公正！那怎么会是湿疹挠痒痒！//@苏苓sonate:我居然对转笔和保送武大的事有一点印象//@宋之一啊:这男的是我学弟他当时去的厕所就是我们高三楼层的厕所 发现他在女厕所偷看的女生是我同班同学就坐我正后排 这男的还保送到 ...展开
//@有盐电影://@婉司姬://@漫步君://@起肖蔷://@酒千千千://@有酒盈樽ss://@酱油枣子K://@想冬眠的十万 ://@幸运的小五上海 ://@卡卡荷光 ://@瑜之所欲第五章 :图片评论 查看图片
//@摄政王龙之梦:这个图片的出处是啥啊，还搁那上目线自拍上了，跟哪个客户发烧呢//@舐咬://@帽女厨://@恩瑟插班生:打码干什么？保护红爷顾客吗
//@罐头辰://@透明人間的蒸气:越查越有//@狮子头萌萌:这下明白了。//@CherChar:不是…保送可以是英语专业，但是武大这个涉外法律实验班双学位项目的条件是保送小语种才可以进，保送英语就不是小语种了，就不符合条件//@狮子头萌萌:我理解了一下，保送生属于绕过了高考的，但保送生应该在小语种班级，但 ...展开
//@罐头辰://@有盐电影:。//@打算冬眠:有点厌烦了，感觉每一件事都是同一件事
//@火星土豆1001_有亲签版:她更像是应激的过度反应，因为持续被攻击加诉讼结果，但是她单方面发表言论不叫网暴，现在才是对她的网暴//@用户7397906813:是否xsr应该交给法律 问题是网络霸凌
//@黄腿肠://@丝绸尾巴第二季:谁真心觉得你在公共场合挠痒、会被人误以为你在自慰？？我感觉各位装傻有个限度吧。我在最荒诞最无厘头的喜剧里都没看到这种情节…
//@战斗力旺盛的爵爵:老哥们这些套路我们早就不陌生了，他们之所以这么害怕，就是以己度人了呗。
//@堂前萱草开:就是说，在一个稍微正常点的环境里，法律博主们应该探讨的是“性骚扰的认定”，因为武大案是一个绝佳的案例。性骚扰对整个社会来说是一个比较新的概念，毕竟上世纪70年代前，法律上还没有相关的认定。但是随着时代的进步，法律的健全，很多国家都逐渐将受害人的主观感受纳入考量，而不是 ...展开
//@陈折折:谁能告诉我后续啊//@Alien-666://@红茶蓝蓝://@清於门下茶僮子://@想冬眠的十万://@苏小明2022:后续再无正式通报
//@冰蛇陛下:不难，他们可以轻松查出来，然后把非法所得退给“订阅用户”呢^O^
//@维司塔:天呐这段太炸了//@堂前萱草开:不说这些说什么？就这么说，也没人管我们死活啊！再不说，可不是遂了犯罪分子的心愿了//@麦卡PU10P:他们会管这叫“煽动性别对立”，这哪是性别对立？这明明就是是受害者和施害者的对立，那不是天经地义的吗？//@冷斯基SoCoolDriver:// ...展开
？感觉有些男的没进化完全
//@罐头辰://@JoannaBlue:…//@有盐电影:……//@反射弧超长星人影九://@不会笑的柴郡猫://@Rowen_有猫版://@一只wa圆满美sao年D招财://@牧牧的PU:。//@迷宝吃不饱://@M大王叫我来巡山:…//@河汉://@快递员吴彦祖://@一隅繁:啊啊啊滚啊//@冷苡莹:？//@Akuier:？//@劳板同市都寿司控:// ...展开
我知道//@罐头辰://@爱吃鱼腥草的主任://@传媒电视君:健康暴富//@小朋友冷静点://@甜家一颗大白菜://@清狂Aling:好事发生
//@大尾巴小白羊:。//@隐于北极:。//@驴checker://@ieaber://@雪霏Sophia://@快递员吴彦祖://@The9th-:我记了很久的一段话，诶//@The9th-://@星渚zhu:！//@JuliaD婷:唉，还真是。冲动杀人加上哭爹喊娘不停上诉，和深思熟虑加上沉默认罪，肯定后者刑期长啊
我分享了文章 网页链接 ​​​
原来如此//@薄暮冰轮:笑晕厥了//@河汉:哎？//@Ezreal-500金:？//@真十内:？//@雪霏Sophia:看着不像医师像病人//@清狂Aling:？//@你别说还真是这样:川渝：？//@晕碳达人-:我不行了//@当月亮陷入暹罗_:我要笑疯了。。//@大脚鹦鹉碎碎念:反推的话……怪不得成都……
//@大尾巴小白羊:确实。女性要多自己争权掌权。//@duree://@卧猫岗的猫:从杜到宗馥莉，也体现了女性在领导角色中的范式转变。女性意识到给男的“打辅助”不值得，会被看轻甚至污名化，远远不如自己一个人手握权力合算。很多新一代的女性领导比如李飞飞、贾玲、鲁豫（随便举几个例子）都不给男的分credi ...展开
//@猫猫张圆圆:点了
//@陈折折://@林延初:每件我都记得，每件都没有后续，甚至没有任何报道。
//@大尾巴小白羊:每次看到男老板和女下属就觉得无比恶心。不同意女性的职业生涯多少肯定会受影响，真的凭什么。//@Tiger公子://@欢笑刀叉:把能夺权的原配赶回家庭，再扶植一个能干的女员工（跟他有不正当关系见不得光，也因此不可能名正言顺和他夺权）帮他管理公司，老登坏透了。
//@罐头辰://@无边桃炎://@Tiger公子://@江南大野花://@插花大师://@北极星Polaris_D:。//@守法周市民:在杀鸡儆猴给谁看//@想到这春日短绝一幕:永远的逻辑就是治不了别人我还治不了你？//@我必如水银泻地:这都不是离文明很远了，这是反复强暴文明的概念//@既生瑜何弃疗:真的荒谬，竟然把女生的全名挂在 ...展开
