今天是25.9.3号，我梦见了刘洋。他流落街头，会玩塔罗…从x地辗转来到了深圳。我已经很久很久很久没有梦见他了。或者说，不能清晰地记得他来过梦里。以前每一次梦见他，醒来都会惆怅很久，（大概一两年？）我之前对于梦见他这件事很抵触，因为，每次梦见都很想念，但是又见不到面，人家对我又冷淡，渐 ​​​ ...展开
【树洞】“想要靠他人来拯救自己的心理”万万不可取。孤独就孤独着呗，没有能力与人深交就没有能力呗，认清楚自己的心，接受它，努力地把自己照顾好，把自己的生活过得充实。/最近两个月有点虐待自己（特指姨妈期），上个月姨妈期和初恋吵架，气了整整一周，姨妈走的那天还在痛着。这个月姨妈期有 ​​​ ...展开
【树洞】接收到一些来自成年人的婚恋观：以结婚为目的的找试婚对象，对方的条件非常之重要。他得是有车有房/有能力买车买房/父母有能力托举…总之这种观念是在“不想以后过得太辛苦”的基础上形成的。因此，有人劝年轻女孩，找恋爱对象也要尽可能去找可选范围内够得着条件最优的那一个，这样子你就 ​​​ ...展开
现在是8月3号晚上10点。我为一个男人失焦虑，失眠。我不知道我们现在关系在哪个阶段，总之没有是正式谈恋爱，然后已经开始厌倦，我觉得我们在感情初期会有无聊，没有话题沉默，这是非常正常的现象。需要双方的一个包容，但是没有对方，他就是会愿意把这些不开心直接的剖析给我，他不想着怎么去解决问题 ​​​ ...展开
不开心可以倾诉吗……​​就觉得有男人好像没啥用。大部分还是靠自己，一旦有了靠男人的想法，那离死也不远了。可是，男人又是靠什么得到了现在的一切？他们也靠女人呀。那我要怎样灵活的靠男人又让自己心里生理都舒服一点？又或者极端一点，我就自己多努力，早早做好独身的准备。他就是大猪蹄子， ​​​ ...展开
【梳理】如何结束暧昧期我和z是6.13去滑雪，7.6他拿着花儿在车里和我表白，那天晚上忍不住和他多散了会散步，他开始牵我的手。次日就找他一起去放风筝，关系进入暧昧期。第二周前三天根本没见着他人，因为我还不太习惯和他黏在一起，或者不习惯把他安排进自己的生活间隙，于是虽然在同一个公司，但是 ​​​ ...展开
#婚姻与爱情的本质是什么##想做一个简单的梳理论《恋爱中随时准备被对方放弃的心态》我并不是一个自信的人，尤其，在依赖别人这件事情上。我不想给予朋友很高的期待，比如说，唯蜜，因为我发现对方根本做不到，而同样，我也做不到。一方面我不自信自己是有趣的，是能够被朋友无条件接纳和爱的， ​​​ ...展开
【梳理】大家在七嘴八舌地讨论着早会流程，如何优化流程，怎样做的更好。沸腾的人声淹没我的思绪累。从身体到心的疲累。想睡觉，但时间太早了。最想做到事情是，狂吃海喝，想吃麻辣烫，虽然上嘴唇有点起泡啦。想去吃小吃摊的炒粉，炒河粉，我天，现在真的有点梦幻它啦。唯一纠结要不要找暧昧对象 ​​​ ...展开
【梳理】再苦再累也要抬头挺胸做人。再坚持坚持，一天很快过去了。临近下班点，我这副半死不活儿的模样看着有点疲惫。可我知道，英语口语还是要去的，不要落下，趁一切都在最好的时候，趁你还有激情的时候。思绪放空，我想起最近感兴趣的一名男生，是同一批入职的其他部门同事。上周五一起滑雪挺好 ​​​ ...展开
【梳理】端午邻居叔给我介绍一个男生，尴尬的是，我俩小时候打过架，而且加上才知道原来是我姐的同学。头都大了，但本来也抱着试试水的心态去聊天，也没急着否定人家，再说，大家都长大了，谁还会计较小时候短短一周吧，他每天都来找我聊天。渐渐地，我上班有时候会分心。比如说，今天下午，时不时 ​​​ ...展开
【端午25.5.31】爸爸做饭的样子最帅，我不禁有个想法，如果把这一丝滑的做饭视频拍摄剪辑、留念？一家人团聚的时光很幸福，虽然各自都有各自的生活，但是聚在一起，彼此为彼此着想的心情就足够让人幸福。早上妈妈告诉我“外婆心脏不舒服”幻听成“爸爸心脏不舒服”，内心很惶恐，害怕失去父亲的可 ​​​ ...展开
【梳理】⭕️关于对离开副业的负面想法，不能任由它变得模糊离开是我自己的选择，也是因为能力问题其次，我需要更多滋养自己的时间成长，而不是时间换金钱。我的状态其实一直拧巴，要学技能又下不狠心且不知道自己到底要在副业得到什么能力，把自己完全依托在别人之上，在我觉得与我真正想要之间是 ​​​ ...展开
【入睡】今天是下雨的一天。吃完饭，赶紧从公司回来再晚一点就要成落汤鸡了。然后无言开启追剧模式。在老友记和在人间之间，果断选择后者，毕竟赵姐的面子大，看到第三集，想起该洗头了，一边放在浴室窗户上，一边打水搓澡，头发又掉了些许，心痛又麻木。洗完正好看完，剧看的我一头雾水，看不太明 ​​​ ...展开
【摸鱼】好困，肚子还痛。今天的大姨妈没打招呼就来了，但依旧谢谢它，没在我忙的手脚并用的时候来做客，而是午休起床后慢悠悠地告诉我，你要做好准备了啦！往常我应该备点布洛芬在办公室，并且提前一两天晚上开始吃药，可是还是没有预料它的提前，同时也并不期待。15点把手头的工作完成个大概， ​​​ ...展开
好想出国… ​​​
今天的菜变得超好，是我喜欢的食堂回来了？ ​​​
