#央视曝光玄学大师骗局#信自己 ​​​
//@W_山月白:唐香玉说：伤害不到我，他就骂我嫁不出去…像骂我一辈子吃不到屎…一辈子吃不到屎有什么可遗憾的！现实中遇到太多普男真的都和屎一样，活着就是专业来恶心人的//@懒人嘉木:驴粪蛋同意吗
没白活 经历了苦难与幸福
//@京墨的小尾巴:想起一个寓言，两人同时出门，分别选了拐杖和雨伞。结果晚上回家时，带拐杖的人摔了一身泥，带雨伞的人湿透了。因为恃宠而娇，内心没有敬畏，所以带拐杖的人，没有避开不好走的路——摔倒了。带雨伞的人，没有选择避开大暴雨——雨伞也抵挡不住，被淋湿了。自卑的好处之一 ...展开
//@张不臣:这篇文章应该成为女孩必读。她们的问题是，多数女孩都认为自己好看，其实最多就是相貌平平。她们在衣服和化妆品方面花太多的钱，却很少有人努力充实自己的头脑，就这样度过无聊空虚弱势充满幻想的人生
//@屠龙的胭脂井:对男人更要降低期待，加深理解。如果你理解他到，他张嘴你就知道他要说什么，他动一下你就知道他要干什么，你再说他是爱人，这才是对自己负责。而不是连是人是狗都不清楚，已经生了三个娃了。//@种万是:对爱人也一样吗
哈哈哈哈哈哈哈哈
哈哈哈哈哈//@每天都有好天气:别人过得不好才能抚慰自己不成功的人生
//@屠龙的胭脂井:你又不是第一天知道他这样了，既然你敢跟他生孩子，你为啥不敢让他带？你如果不敢让他带，为什么当初敢跟他生呢//@Miya不听话:男人带孩子，算了吧，绝大多数既没耐心又没责任心，还心大的没边
虽然难受，但是你需要意识到，它没有什么重大意义---你不需要反刍，和升华这种难受。
//@屠龙的胭脂井:社会化，是指你有自己的事业，有几十几百个好朋友，有一个社群的支持。有一些人看似在乎关系，但是只有一个不健康关系的爱人，耗了好几年--那不叫社会化，是非常地反社会化的。//@名字越随便越好:在乎关系是不是可以理解为有更高的社会化倾向呢？只是现实太多自私自利的人才会显得在乎 ...展开
//@屠龙的胭脂井:最理想的情况，技能类型的，还是趁年轻跟别人比，早竞争早出头。到一定岁数，该去拓渠道，营销和社交了，这节奏才能成功。小时候跟自己比，一把岁数才跟人竞争，就晚了//@27-二七:分阶段，年龄还小的时候，刚刚接触很多技能的时候，自己跟自己比就行，有所积累和沉淀之后再跟别人比能 ...展开
自己的目标是自我的利益和幸福，
内耗=当前位置未被满足的精神需求+潜意识知道这个精神需求永远满足不了带来的焦虑。  只有你满足了自己的精神需求，你才愿意承担它带来的风险，它带来的折磨和焦虑---因为你知道这是追逐梦想所必须付出的代价。  人不怕付出代价，人怕的是不知道为什么而付出。  这点是我们每个人需要深深思索的问题。
//@屠龙的胭脂井:大多数的雌竞，都是胡扯蛋。减肥都快减晕了，找了个小富二代废物，或者搞大肚子当小三找了个虾兵蟹将的小领导。邓文迪这样的太牛逼了。我虽然道德上不同意这个赛道，但是喜欢这个一不做二不休的劲儿。我不喜欢那种演了八百集宫斗做小三废了老劲竟然只找个虾兵蟹将的小领导的。跟臭不要 ...展开
//@屠龙的胭脂井:对，要拔尖、做难题，就需要长程连接，让大脑放松。只有大脑放松了，进入一种静息态（resting state），才会进行长程连接。很多女生因为自驱力太强了，总想干点活让自己忙起来，这样大脑就很少放松了。很多天生就勤奋的女生，再学会如何让大脑放松，建立长程链接， ...展开
哈哈哈哈哈//@阿伦森第一定律:四处给人投稿解决自己芝麻大小的人生琐事//@荷角尖尖:四处找人做主，四处找人破案
//@屠龙的胭脂井:你底下就有一个骂SB的，只不过微博带过滤，你看不见。我这些年为了挽救丁克被电诈的，不知道挨了多少骂。可惜啊，你们这些人，骂徐克，尔冬升，都没有骂我狠。其实，你们对女性没有那么多同情，对男性却有很多幻想。//@之之3微绑0034:每个人有每个人的选择，女的同意丁克的原因有很多 ...展开
大学
//@屠龙的胭脂井:，数学还行。//@靖哥哥是我呀我是哪吒:0.999^1000约等于0.368，也就是说如果啪一次传染上的概率是0.001，且每次独立，那么啪1000次传染的概率是约等于1-0.368=0.632。
//@屠龙的胭脂井:1. 亚裔国家很多，日韩平均值也高。2. 平均值高，也不代表方差大，欧洲人强的特别强。3. 智商来说，犹太人语言能力比我们显著强，我们是数学比犹太人强一点。//@W_Estella_:但是亚裔的智商确实跟犹太人差不多啊，只不过国外的精英教育在国内行不通，但就平均智商而言，亚裔智商真的越 ...展开
//@屠龙的胭脂井:我倒不觉得男人爱什么电影音乐旅行能增加啥魅力。男人最大的魅力，就是有能力，有责任心，能干活，能当alpha。太文艺的爱好，只适合富二，不适合老百姓//@-白罗芙-:他要是说几句爱好，哪怕是放之四海皆准的喜欢音乐电影旅行什么的，总之看起来得让人觉得还有那么一二分性魅力都 ...展开
//@屠龙的胭脂井:如果你觉得一个人跟你没“共同话题”，要不就是他不爱你，要不就是你不爱他。互为迷弟迷妹的两个人，干瞪眼都觉得有趣。//@为什么每天都睡不醒dd:那平时没啥共同话题那不会很干吗
//@屠龙的胭脂井:再借费曼这段话说，分析一件事，并不会使它变得不美。就像我知道什么2020年神奇的星期六是来自数学和历法，并不会降低历法和数学的美感，只是不会让我盲目求神拜佛一样
