东哥牛！锅之捞钱2b门该醒醒了
回复@哈哈哈哈哈哈气死某人:电影院放映《射雕》的时间和排片，一看就是只想赚粉丝的钱，算盘打得很响//@哈哈哈哈哈哈气死某人:射雕我们这只有一场晚上十一点半的场次，想去尝尝咸淡都不行我是粉丝，但是粉粉黑黑的，我完全不知道到底咋样
回复@夏蜜丹丹:影片质量也不错寄予了，根本不是影片质量的问题了。我是🦐，希望五部富二代今年春节档如愿吧（有点难）！不过我就喜欢哪吒一点，其它的谁也不比谁强到哪里。预售是我们对他的支持，毕竟你们天天diss他粉丝，不搞个预售第一对不起观众。预售也是前戏，很精彩//@夏蜜丹丹:回复 ...展开
不否认有些影片好，但春节档大蛋糕独食也不好。都是续作，欺负首映还嘴硬//@花间梦_2026:不感恩肖战粉丝热场，还在这里冷嘲热讽，真是不怕电影市场没落。也不看看电影市场没落成什么样子了，除了哪吒，其它那些倒挂的也一般了。
回复@ABella君:哪吒是好看。我准备二刷。今晚复习了第一部。射雕也准备二刷，他的场景真的非常不错，徐老怪变换了手法，肖战真敢接啊，应该是志同道合去追求一种朴实无华，对抗一堆特效的影片和古偶吧。但可能获得很大成功，也会被很多人排斥……但这会是影视上一部特别的电影作品。总有一天会🈶慧眼 ...展开
//@中影发行:与电影《射雕英雄传：侠之大者》官方合作伙伴BFO一起共书侠义传奇
好燃，激动
回复@睡梦淼淼:你喜欢哪吒也不要踩其他片子，你看都还没看其他几部吧？我看了哪吒，射雕，觉得两部都不错，真的很燃，两部都好看，根本看不够，都想二刷三刷//@睡梦淼淼:回复@绿椰oo:春节电影封神加了恋爱脑，射雕剧情烂俗，唐探红色旋律…肯定去看哪吒！
//@兽儿爱冲浪:冲！
一代传奇，一代风流
肖战超话  3亿了！撒花🎉 ​​​
尤其是春节，傻子都知道排片会决定票房
肖战超话  有团建@我@兽儿爱冲浪 @或在人间见天神 @papaya567 @星光软 等大佬们，还有些散票不发了。包场的话，座位怎么发出去。我不想包了空着#射雕新海报郭靖力克双雄##2025春节档预售票房突破7.2亿# ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添喜事#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添安康#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添喜事#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添开心#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添安康#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添开心#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添安康#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添财运#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添开心#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添财运#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添喜事#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添安康#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添福气#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
@花间梦_2026：牛，遇见肖战就是遇见不一样的世界
牛，遇见笑啊就是遇见不一样的世界
感觉陈导要和肖战合作了
我正在参加#蛇来运转春节档#【春节档花灯会】活动！来和我一起点亮祈福灯→ 【春节档花灯会】聊电影赢福利 免费领取现金红包、电影代金券、电影周边、主创签名等福利吧！ ​​​
春季档预售破6亿，战哥雕兄依然断层领先肖战超话#肖战电影射雕英雄传侠之大者##射雕英雄传预售仍断层领先# ​​​
家国天下
必看必看，我喜欢认真对待我们观众的艺人或者艺术家
春节档的票房竞争越来越白热化了🔥 哪吒唐探封神的排片的排片都21%以上，不知道春节前会不会被🦅赶上
陈思诚格局真大
说的太好了！//@大道至简-赞:我觉得小飞侠这个团体真的是因为爱聚在一起  就是正主和粉丝都很为对方考虑 很真挚的感情
@花间梦_2026：排片太少，现在电影院应该要加大力度排片才对
哈哈哈
肖战超话 这稿子讲的真好啊声情并茂流利而苏苏的声线肖战真的很棒，这么忙还是这么强！前几天肖战还发烧了 网络视听盛典超话 ​​​
亮闪闪的战
魂还在否？//@兔兔7seven:我怀疑他在勾引我 可是我没证据
好燃
《仅凭一张剧照就霸榜热搜，蔡少芬在《射雕》里才是有效客串的神》播放量：13万点赞量：2899网页链接 ​​​
感动，我们😍和他一起创造奇迹
《千朵桃花一世开》第1集 谢雪臣暮悬铃假扮夫妻电视剧千朵桃花一世开的优酷视频 @优酷一起桃花开 ​​​
的确是被低估好剧
这片子真的好看
支持我战
我晕哦，这么燃！肖战超话 
虾，有虾有仁。所以，我们是侠（虾）之大者，仁义天下👏👏👏肖战超话
哇哦，好燃
特朗普真是个传奇人物
艺术都是相通的美术生耍起武术来更是翩翩风采……
回复@庸人思考:是的。所以如果他们做的太过分我要抵制了，本来初一给射雕和哪吒，其它时间也去看其它影片的，他们这样我就只看射雕和哪吒了。//@庸人思考:突然发现这个电影市场完全由资本掌控的，想让你看什么片就只能看什么片。你的选择都是他给你的选项。感觉粉丝努力半天作用有限
回复@汪害林是野人爹:不给射雕黄金场，不给他公平的待遇，我就不去看射雕以外的片子，还让我朋友也不要去，关你什么协议//@汪害林是野人爹:我就只看射雕，我逆反了。
所以现在虽然经济不好，但惩治了不少不法之徒
没感觉到
回复@紫烟asd:买了3张IMAX自己一家人看，买了一些散票填场，送给徐克和肖战的礼物。感谢他们带给我们不同的惊彩//@紫烟asd:我买了，就买了四张，你才失去理智了呢
等学会了生活，世人就该知道为什么厦门房价要比别的城市高了。北京政治，上海经济，厦门旅游……
点赞厦门
好激情
这么大年龄了不容易。样子就是个表演型人格
着剧真的好看！可以媲美九重紫//@韩东君ElvisHan:彬子，粉末太多了，有点呛
肖战的8秒红海奇迹，看到了还是会哭泣。 花间梦_2026的微博视频 ​​​
很飒，审美设计感在线 
昨天老谋子说了，要走向国际。如果射雕国际票房可以，应该会和肖战联合出品一部国际大电影，我期待三体走向国际舞台//@夏目夏墨:射雕国内票房问题不大，我比较关心它的国际票房，毕竟有文化输出的任务在啊！内娱这些鼠目寸光之辈
戒指戴小指上是什么意思？你们觉得肖战是哪一种呢？戒指戴在小指上通常有以下含义：1.‌单身或独身主义‌：在国际上，小指戴戒指常被视为单身的象征。左手小指戴戒指可能代表单身贵族或不婚主义者，享受单身生活；而右手小指戴戒指则可能表示不婚族、单身、丧偶或离异等情况。‌2.‌独立与自由‌： ​​​ ...展开
恭喜战哥
马丽上台领奖，沈腾像个满足欣慰的老父亲 ​​​
@我最大的偏心只给你：业内人士比我们更知道肖战有多厉害👍🏻#
孟子义超话  去年今年所有的浪漫都是你们给的 ​​​
孟子义超话#恭喜孟子义超话粉丝破60万# ​​​
啊啊啊啊！满足我吧
北京卫视，才是蓝湛啊好好爱战战
