//@屠龙的胭脂井:长相和身高确实都是先天的，都是基因彩票。只不过恶劣的人攻击身高没用，因为这是有客观的尺子，可以测量的东西。长相没有尺子，可以随意骂人。还有，你这个逻辑得练。先天的反义词是后天，客观的反义词是主观：所以主观和先天不矛盾。实际上有四个组合：先天客观的，先天主观的，后天 ...展开
//@BBKirara://@舒克-舒克-开飞机的舒克:个体当然不能代替整体，可能恨猫恨狗党里，确实有对人不错的。但是，一个人在弱者面前斤斤计较、赶尽杀绝、不留余地，这个人哪怕对你很好，你也最好当心点。
哎呦
//@IceBeam_:是这样的。所以幸福是一种主动能力。最后全看修心。//@好坏:是这样的。人生就是无论怎样都会痛苦。穷也苦，富也苦；孤独苦，热闹苦。选择你的痛苦，才能减轻痛苦。善哉，善哉。我会继续在佛法频道登坛说法的，虽然目前只拍了一期吧。
//@狄拉克海上地下室://@斯多葛包裹:神经多样性，非典型神经模式，遭受不合理系统性排挤暴力导致不上进多了去了，合理认为命运安排可能就是表面接受父母是农民工的辍学，接受抑郁症少年的高考失利，接受孤独症者的职校文凭，‌但绝不接受这些人获得尊严//:我接受命运导致的低学历，但是绝对不接受不上 ...展开
//@草莓大福团子:我觉得女性主义非常有大乘佛法的风范，通过女性主义也能更好地理解大乘：光修自己，不去影响环境，就会到处卡壳。
//@烟花四月上扬州:我觉得感情特别好的根本不想过度暴露私生活。。
某人
//@小渣兔奶糖:一直觉得suffer是描述当下那些细碎的痛苦最恰当的词，不致命但一直隐隐作痛
同码
滚//@石头断情绝爱版:这人还活着？//@迷失科摩罗:什么蟑螂//@FrutigerAero://@烈女蔷薇:贱货去死！！！！！//@比格犬受害者联盟:举报到底！！！！！
我滴妈
//@一天不搞抽象就浑身刺挠:有的时候觉得家境不那么好但又刚好太有良心的孩子是谈不好恋爱的  那些擅长敲骨吸髓的人这会都已经理直气壮吃软饭还指责对方没有跪着给ta喂饭了
……
//@coolwan931: 查看图片 //@逻辑酷通的016:色诱我//@HakuDonut:老公刚死就被逼着改嫁了
//@猫猫张圆圆:大博主有点敏感度吧…非黑人裔涂黑脸就是板上钉钉的种族歧视啊……
//@AAA汝南玫瑰蜜批发零售:从健康人的角度去俯视调侃这件事……它原本也并不优雅而是一个实实在在的痛苦啊。如果讨厌“装病”这个现象，可以远离这个装的人，而不是连带着素不相识的患者一起攻击。
？//@死生爱欲:我喷了。但有一个之前别人教的甄别方法在这里居然有效，就是别点店名中间有个·的外卖，全部都是预制菜格子间，甚至一个地址挂20家外卖//@鹭雀咒:我真看不出来，我妈老花眼，更不会细看这些……不光年轻人点外卖，现在上岁数的人也点外卖的，年纪大了更容易疲劳难受，不想烹饪也是常事。 ...展开
//@梦娜女王度假版:珍惜梦娜女王这种实话实说的人
//@折枝做梦甘露寺重生版:当你着急的时候，一定要回过神，谁催你谁才用着急，自己千万别急。
丁青失去的只是生命，李子成失去的可是老公啊！ ​​​
//@罗马教廷长女家掌管热带猫的厨子:因为凝视女人和客体化女人是父权社会下每个人都无师自通的本领。看这两本书的时候，很多读者都像化身了程朱理学的老猪头来凝视女人，无论男女，男人凝视女人，女人凝视男人眼中的女人。然而书的男作者写的却不是凝视，福楼拜在写自己。
//@春妆东:们长得丑的人没有追人的权利，已经是一种社会边缘化的投射了
诶呦我去//@减肥成功版本的柏林:种草这家但是还没吃的建议看一下评论区我第一次见到我评论区全部给差评到餐厅
最爱看的一集
//@PlayerVN_7953:回复@巴比妥类水母:（是这样的 她们更倾向于选择男性特质更重的，刻意淡化了自己性别特质的女性 而非纯粹的完全女性。尤其是我认为她们的选择约等于是在和女性中的trans谈恋爱了 所以本质上可能还是异性恋。）//@大家不要养章鱼:个人经验，拉子更是心理健康的重灾区我甚至会觉 ...展开
//@刘小波的博://@我就是肥羊卷:还有一点 总是立刻回答对方问的问题 而且还回答的很详细 把自己的事都说了 说完才会懊悔 而且还边说边满脸堆笑 今天意识到了这点
//@小岛今日漂荡:绩点靠往年考题，做十年不放心做十五年五遍，汇总知识点，考前半个月开始绰绰有余，竞赛更是吃资源，大一进课题组打杂半年摸清逻辑就跟老师要课题同时外面再抱两个前辈大腿给人干干活项目就够够的了，甚至还可以用自己的项目跟别人换着写名，这有啥困难的。其余时间B站补补专业知识
//@董董Mercurio:有个朋友留言提到自己带孩子读地理，最近读到加勒比海。我想起我前些时写的文章。地理不仅和文化有关，也深深塑造社会形态、产业、乃至人的心理。
