//@飞龙中医:感谢娜娜的反馈好评//@娜就开心点:年少无知，总要为自己的认知买单！以前求医就往医院跑，在西医眼里“骶髂关节炎”是终身伴随的慢性疼痛疾病，无法根治，除了打生长抑制剂就是吃依托考昔等消炎片止痛的方法，在大医院找中医不用把脉，主打一个哪痛扎哪背痛卧躺着，摸一下 ...展开
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
//@飞龙中医://@牵着你的手慢慢变老zz:太像了！五年级身高166，喜欢数学（校内满分自学初中），气虚心力不足入睡困难…看过西医，只说孩子长太快但没有解决方案，总不能不让孩子长吧！幸运的是，已经开始在大师的医馆扎针调理，初见成效。中医治未病，避免了孩子日后可预见的问题飞 ...展开
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
//@飞龙中医:经过几次治疗现在已经好了很多，疼痛的范围越来越少，走路的距离越来越远，估计一个星期后从飞龙世家毕业。
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
//@飞龙中医:感恩反馈，新屋大吉。  #半月板损伤# #膝关节疼痛# #膝关节退行性病变#
//@飞龙中医:福生无量天尊，西医90%癌症几率，三次针灸两付中药便由4A4C变成无害的2A，由全乳切除到针灸中药一个星期内解除，如果遇上人屠刘翔F的话估计还得放化疗，清扫淋巴后估计黑板写字成为不可能，临走前的晚上，迪妈打电话反复叮嘱让我一定要跟她女儿说一说，无非考试了一下中医的信 ...展开
//@飞龙中医:乳腺问题针灸速效
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
//@飞龙中医:重庆医药高等专科学校陈某因为我的患者说我摸脉摸出来孩子文科好还是理科好，陈某便开始攻击我，说这怎么可能？当然这是不思进取的井底之蛙，党同伐异，这样的老师带出来的孩子基本上毁了，当然他感冒都治不好，还能够一诊二诊三诊，既无师德也无能力// ...展开
//@飞龙中医:那些说中药对新冠没有效果的可以喝喝柴葛正气汤，享受灵魂洗脑//@一个热心网友小张:@飞龙中医 飞龙大侠的托又来打卡上班了哈~ 昨天早上起床嗓子突然像被刀片猛割，剧痛无比，咽口水都能疼得我原地去世，后来眼眶疼，耳道也疼，硬撑到下午才想起要不试试飞龙大侠的柴葛汤？喝完 ...展开
//@飞龙中医:结婚证领了如果不做是不是该判诈骗呢？
//@飞龙中医:知行合一//@哈拉哈拉沙漠:前阵子因为家庭原因，心跳加快，胸闷，明显觉得心脏很不舒服，伴随着心情很不好，很抑郁，怎么样都开心不起来，感觉活着都很没意思，一度怀疑自己是不是抑郁了，后来无意间想起飞龙微博看到的，抑郁病从治疗心脏下手，后面心跳胸闷好了，心情也 ...展开
我刚刚成为了@水道无极 的V+会员，正在享受属于我的V+会员专属权益，你也来和我一起支持TA吧！  ​​​
//@飞龙中医:飞龙把大家感冒骗好了，西南鼠辈陈监狱教学生感冒一诊二诊三诊//@胡胡娜:周五发烧38度，下午3点喝了一副柴葛正气汤，3个小时内一会38.9、一会38、一会37.5、一会又38，鼻涕感觉少多了、喉咙也基本不疼了，坚信飞龙老师的方子一定没错，就继续熬第二副，喝下去大概1个小时退到3 ...展开
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
//@飞龙中医:#心脏病# 两天缓解了
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
//@飞龙中医://@财爱我好运来:我来反馈一个，上周五早上开始低烧，到晚饭后39.2°全身酸痛，想起飞龙先生的柴葛正气汤，赶在药房关门前抓了一副，喝了一次，半夜醒来量体温36°，周末平稳渡过没有反复。真真的，中医谁相信谁受益！非常感谢飞龙先生这份医者仁 ...展开
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
我免费围观了 @飞龙中医 的回答，问题价值 108.00 元  ​​​
