等书，期待中
世界名画之萝莉控宅男哥作者认为女作者漫画里男角色不该做让少女角色不安的事情@静寂的山丘
其实还真的有点像（以及这应该是唯一出现文森特全民的地方？）
酷
进行一个宣传，有新四格有早期人设，挺值的一本画集 ​​​
看到加魔千现小粉丝只能含泪吃对家饭不然就没没饭吃的发疯劲，我就想笑。对家姐你太惨了，放鞭炮庆祝一下 ​​​
红薯那个加魔小粉丝coser真的是粉碎正主的茶……红薯那个小粉丝食堂也是，人家学院太太预防性拉黑对家bot，就在那里嘤嘤嘤你好恨我呜呜呜 ​​​
我服了
浪漫传说推个车 ​​​
看对家拉黑不是很正常吗.jpg
前面分析一大堆然后接了：我觉得黑角兔对爱思拉挺好的，还给她配了雷桑，解释了小莩体内灵魂的事情blabla沙币男宝妈 ​​​
我服了红薯妹了，雷桑这个臭男宝爱跟谁跟谁，真把他当成作者的赏赐了。哪怕温良单推人都会对见面脱掉的相方ttk的。给作品努力填坑不是作者应该做的吗，还扯上作者对角色的爱了，绝妙脑回路成年后还喜欢加魔千现剧情的人真该去治治 ​​​
草
为了巴黎测而消费草
哎
美丽
再次转发
我去真的吗
！
爱看苇原猫讲道理
我喜欢的角色大部分是有点官方嬷的角色诶，稍微嬷一下很可爱但是代入自嬷的角色实在是受不了了，太熏人了 ​​​
其实从卡力叔旧号的贴吧关注来看，魔卡的这个设定应该更多借鉴自《七大罪》，大罪的代号➕纹身，挺明显的。而且《魔卡》也有些剧情的写作方法很像《七大罪》，《七大罪》会刻意露出角色能力（魔力，神器等）的一部分，但是不完全告知，在角色的战斗技能上制造悬念，魔卡也会先让魔物外形出场并隐瞒技能
马克存图
上班摸鱼太严重了，连领导的脸都不认识
评论说的喊出来很热血太好笑了（二刺螈招式当然是用来喊的.jpg）
对的对的
草
对对对
帅
原来是这样……
萌
对
太美了
草……
终于有书了，好耶
草
草
居然//@Dr_梓:恭喜@ye乙yeo口儿 等2名用户获得【和风系列周边】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公示链接：网页链接
暗夜协奏曲要是也出谷就好了……orz ​​​
草
恐怖片不打预警但是cp一定要打预警这合理吗……
可爱
最便宜的版本为啥是随机抽明信片……
背后必有高人指点
芊芊！
……？？？
太好了我吃吃吃
美丽
怪盗小铁皮对应想偷东西的托尔，经常换发型的时髦男子米拉扬对应理发师青叶（青叶这名字真的是和AS兄弟一样的少见的魔卡里不像欧美人也不像中国人和日本人的名字），可能是雪国出身的狮子对应喜欢开玩笑的阿金？ 【但我记得后续剧情是小铁皮和阿金接触，狮子和托尔接触，对应关系也许不是我猜的这样】
好好
tql
草
草
尽管爱思拉番位第三➕战力弱，但不影响她其实是学院篇塑造上最用心的角色（超越沙莩）
我们这里只有必胜客
对对对
帅姐姐
……
嬷嬷大学习（草） ​​​
好图存了
？？？
天才啊
……
……
草
都是小高的努力和汗水罢了
你是谁？请继续支持百日战纪！
马克
准备去楼下电影院看
并非不知道
这张帅想订一个
好看
电话没了，号码还记得（真希望能重新有个电话）
赛洛其实也是魔卡吧祖上阔过的bg
