我有1.4了 ​​​
#迅猛龙考上复旦了#  天呐 有这样的毅力 做什么都会成功的 ​​​
枯燥生活的小慰藉了啊啊啊啊啊啊 ​​​
昨天出去放松了一下 教了室友打台球 以后除了唱歌又有一项活动了🥳 ​​​
值得爱你放你mei的平行时空彩蛋 给人看得更emo了  玻璃渣里找糖吃 ​​​
服了 忘记自己穿的白裤子 地铁上靠到一蹲起来屁股都是一抹黑…老子才穿的… ​​​
我真的本来对王安宇印象非常非常一般 看了值得爱过后抖音经常刷 给我看得快爱上了… ​​​
真的很难相信有人活了20多年没吃过油碟 ​​​
每次到半夜我真是好饿啊…我真的 ​​​
不想读书不想读书不想读书不想读书不想回学校啊啊啊啊啊啊啊啊啊 ​​​
昨晚上做梦全是值得爱 真的疯了… ​​​
五哈你敢谈小东西 我更加要追随你别的节目都可能不会提啊啊 ​​​
值得爱你今天赚足了我的眼泪 ​​​
三个人抢救寝室衣服然后就吃起来了。。。边打雷边吃。。。外面闪电雷声 屋里一阵温馨啊 我爱甜水蛋的微博视频 ​​​
银行算是我目前见过比较势力的场所了 ​​​
很喜欢的最近 ​​​
好难得在一个之前从不吃海鲜的人嘴里说想吃小龙虾了 然后就吃了一个夏天最早的小龙虾 ​​​
前天玩的很开心 ​​​
最后一节课坚持！！！不准磨皮擦痒的 ​​​
其实我只是本身喜欢跳舞 加社团也只是想多跳点舞 但是我们社团人真的爆多 有实力的人一大把（真的跳特别特别好啊平等的爱上她们每一个人）每次跳舞就是特别多人然后就要几个人争一个位置所以就要掰头 就有点竞技性的了 真的有点对于跳舞产生了恐惧心理（主要是我掰不过…^_^） ​​​
