求见面
噗//@泡_zZZ:哈哈哈哈友情，两位女角色相爱究竟碍谁了//@祝贺我顷刻碎过:啊啊啊啊啊啊啊啊//@叒双梦到杀人了:我笑死了//@蛋水混合物:“两个女生之间就不能是友情吗”“婚姻制度又不是什么好东西有什么好争取的”“跨性别是在变相加强性别刻板印象”顺直暴典合集
我码住评论区
我码
//@陌川_MC:原博说得中肯，之前咱们也说过：如果有谁认为，女人间的竞争才是最激烈的，男人多的团队，事少不刺儿，那只能说明，你压根没进入人家的核心竞争圈。我自己在企业做过好多年高管，可以很负责任的告诉各位：当你爬到一定程度时，性别不会给你赋予任何优势，反而会让你更容易成为靶子。当男性 ...展开
怎么能这样//@纯欲逃犯牛小莉:韩国人没点上进心//@你别说还真是这样:？我不高兴了//@不正当食用:我有首尔病//@魔爪染绿割腕疤:首尔病//@蒜鸟蒜鸟我就喜欢可以嬤的:我首尔病犯了//@沈泉说:#首尔病//@西川soso:我首尔病犯了//@川井春希Vicky:我首尔病犯了
嗯嘟//@Clare_z-j:一开始真以为是个人呢，一聊起来简直像白骨精一样脱下人皮化身成不知道本体是什么的怪物，整个三观都能给你创飞//@了不起的小百合女士-:我的暴言是那些在舆论里很有头脑的男人，只要你耐心听他讲十分钟话，就会发现他在中间试图用吊发言。
嗯嘟//@想到这春日短绝一幕:本来的事//@撞山月_:我的暴言是那些在舆论里高高在上的男人，只要你耐心听他讲十分钟话，就会发现他远没有传闻中值得尊敬。 ​​​
噗，孩叽摸摸🫳🫳
我要笑死了
这个也码
我码//@Madyke:通勤路上有东西听了//@祝贺我顷刻碎过:播客名字叫《恋爱脑》，vol.28《我的约会心法：让自己爽到才是赚到》
我笑死
我码//@失眠狸:回复@Ran_adagio:是的，抑郁和甲状腺功能异常高度相关！//@Ran_adagio:真的有用，虽然我刚开始吃是因为VD有助于减轻long covid的后遗症…但后来发现，不仅心情好了，桥本氏甲状腺炎也被控制了
🥺🥺🥺//@割妹机://@爱踢答人:两篇对照着看我真要哭了 蕾子好敞亮的人 查看图片 //@你别说还真是这样:好真诚//@维多梨鸭Victoria:蕾蕾好会写//@4月日记:看落泪了💧
码住//@Monstarrrd:我立马去//@矮周迅:赶紧解除一下//@你的阿磊:沃趣绑了这么多//@阿海就是厉害:好几十条…赶紧解除了//@Monstarrrd:我立马去//@矮周迅:赶紧解除一下//@你的阿磊:沃趣绑了这么多//@阿海就是厉害:好几十条…赶紧解除了
妈妈！！！
妈妈！
就这么嗑
我嗑
妈妈！
完结撒花～感谢这么久的陪伴🥹三搭见啦！(偷的别人的图，自己截的怎么都好丑不知道为什么🙇‍♀️) ​​​
可爱宝宝
我要这件！！！
我存存存
我靠哈哈哈哈哈哈哈哈哈哈哈哈哈哈//@理性地双鱼:不呐呐
点了
我笑死
哈哈哈哈哈哈哈哈哈//@Monstarrrd:哈哈哈哈啊到了小猪手里哪有再给出去的道理//@樱花树下有ZZ:回复@墨枫影澈:我真的要了 我说你还给我 她不给了😭//@墨枫影澈:回复@樱花树下有ZZ:下次要回来//@樱花树下有ZZ:😑 每次帮她努力 自己白搞
。//@割妹机:在自卑什么//@酷囊-:这是在干什么//@yoyo9zZ:神经//@世说芬语:当你感叹科技进步飞快的时候科技真正在你生活中展开的领域be like：
这是在太美太闪耀，好有气场
？我酸了
应得的//@Monstarrrd:耀祖们应得的
爱自己，不应有恨//@推拿熊:最右的图片里那段话我看过好多次//@pretty_luckyRan://@柑橘调乌云_:爱自己，不应有恨//@榕仔-Lion:爱自己，不应有恨。 查看图片
？小姐姐们在干什么
//@马忽悠骡子:我觉得对方关照的是一种权力结构下的符号，可以是作为整个系统一部分的任何人，将这种特殊关照与自我认同联系在一起反倒是把自己工具化、符号化，反倒是把自己异化为系统的一部分了？所以我遇到这种对待的心态通常是，“工作的时候称职务”，工作以外我还是那个自己，必须切割清楚。 ...展开
等我下班细品
恭喜！！！
！我码住//@端木能磕点甜的:造福世界，从未见过papi这一面，真的就只有一个想法，这女的好漂亮啊//@拾贰月炉火旁的狗:郭采洁内推，梦梦又让夸害羞了
啊啊啊啊啊啊啊//@纯欲逃犯牛小莉:女明星让粉丝把钱留着给自己买好吃的，男明星说你们要感谢自己的老公因为是他们在外面工作//@去麸刘子:妈妈
眼睛热热的🥺🥺🥺//@万睡奶:哎昨天看到这里，有人说，蕾子是最知道20出头的年轻人需要钱傍身的人，所以她更希望小女孩把钱留给自己💧//@去麸刘子:妈妈
恭喜！！！//@端木能磕点甜的:哇哇哇//@Sco藍色卡带:恭喜朱姐👏//@懒得弯:牛蛙姐👏//@超标本实验部:恭喜！//@格罗夫斯_:哇！恭喜朱会长！🎉🎉
//@推拿熊:我记得最让我开心的还是melody刘硬炮女士宣布离婚了，tw人很多颇有微词但是大陆网友很理解她，都说开香槟庆祝🎉事实上就是这两年女明星离婚绝大多数大家都觉得是大好事，要拼事业了呀
//@萝贝贝:maskpark偷拍群后续呢我请问
我笑吐了
我嫉妒了
我要笑死了
我狂吃狂吃
恭喜！！！！
我靠//@没事找个厂上班:朱拉隆功 一等奖学金nb
显化🙏//@Monstarrrd:显化🙏🏻//@矮周迅:显化🙏//@湖咯咯:显化//@超标本实验部:显化！//@展台手册:显化🤲🏻//@磊磊漂亮:显化🙏//@V爱XuL仑:显化！//@锅巴不吃锅mio:一直相信显化磁场//@茶汪比录:相信相信的力量说起来很虚无缥缈 但是是真的
//@透明人間的蒸气:读完了…太苦了…//@猫猫张圆圆:天呐…
恭喜恭喜！！！！
恭喜！！！！！！
好糟糕🤯🤯🤯🤯🤯
🤯🤯🤯🤯
🤯🤯🤯🤯🤯🤯
这是在做什么！🤯🤯🤯//@东方的小屹:啊，！！！！//@胡言乱语日剂:盯人家下嘴唇干嘛难怪你被亲呢 姐姐接收到你的意思了 查看图片
？？？？🤯🤯🤯🤯🤯
//@Monstarrrd://@尉迟燕窝:呵呵//@在也门钓鲑鱼:怎么这样//@小猫小胖小顾://@ieaber://@出版人周筠://@时光小七:眼见东南亚国家的月亮一个赛一个的圆，新加坡，马来西亚，现在连泰国月亮都这么圆了
笑死我了………//@端木能磕点甜的:笑晕//@Lv_吃土部队://@陈漠令:笑晕了//@超标本实验部:笑晕了//@鱼师傅不想早起:浪姐12345🈶 查看5张图片
我哐哐存
