下定决心我决定 ​​​
五月天超话//@宇宙事无巨细:真的很可怕吧//@你也许避我唯恐不及://@爆浆芝小鑫_25顺利版:回到ai人人喊打那一天
哎！//@品尝你黄昏和朝阳:台北//@人为什么不能每天躺在家里呢:别的都是假的但我有台北病是真的
我们老天应得的 ​​​
//@莹宝宝的任意门mayday:甜到心坎坎里了
//@阿信:「給時空線上，現在與從前的每個自己。」 #五月天顽固#  #五月天自传#  //@新浪娱乐: #五月天顽固# MV由影帝梁家辉特别出演，平凡的人也可以有伟大的坚持，不放弃才对得起内心深处顽固的自己。@五月天 @阿信
好想咪//@莹宝宝的任意门mayday:晕了//@阿信猫猫嘴_:又被钓成翘嘴了//@来一杯橘子冰:迷晕了//@LittlecatMP3:哎呀//@Romtirosie-:迷晕了//@一閃一閃彼粒星:迷倒了//@你也许避我唯恐不及:晕倒了
每天回来收拾收拾躺床上就十一点多了真的很悲伤 ​​​
//@莯莯in://@PAPRIKANA2CO3://@你也许避我唯恐不及:宵夜来了
哇塞！
好萌好可爱的咪//@Kawaaic:太漂亮了//@踏海·拾花:跟小陈一模一样的
🥹🥲//@你也许避我唯恐不及:#五月天# //@aaa别管我噜_接zholo版:🥹//@踏海·拾花:五月天好五迷老鼠好#五月天#
//@你也许避我唯恐不及:🥲心怀大爱的他们//@快吃香菜鸭:意料之内🥲
好想陈信宏 ​​​
谁发明一下记忆面包，非常需要，谢谢。 ​​​
阿信哥最爱的音乐与乐高穿校服的小陈看得我眼眶有一些湿热🥹🥲 ​​​
//@踏海·拾花:雨中长风衣立麦 太美了哥哥...🥹
咪！
//@爆破悲哀_:我不行了这个视角。怎么帅成这样
世界如果平的为何人们 都要往上爬 ​​​
//@鱼糕茶茶丸:老公//@咖啡豆卡卡:学长👦🏻
对//@-想养一只菜頭粿-:我们欢迎路人，但不欢迎没素质的黄泉路人
这短剧怎么这么好看 ​​​
好萌//@一閃一閃彼粒星:萌
//@Cheeerish_:👏👏演唱会之王来了//@你也许避我唯恐不及:全体起立//@踏海·拾花:全体起立恭迎演唱会之王//@莹宝宝的任意门mayday:演唱会之王！//@LittlecatMP3:演唱会之王（无限定词版）来了//@MAYDAY转眼记录册:五月天超话 演唱会总场次记录已更新至2025年厦门站 🏖️，@五月天  ...展开
//@踏海·拾花:学长我要追你😫
//@踏海·拾花:学长可以教我弹吉他吗
//@你也许避我唯恐不及:哎呦这么萌
🥹🥹🥹//@莹宝宝的任意门mayday:啊啊啊//@-爱是绿洲-:⬮ω⬮//@宇宙事无巨细:本体和球同时出现了
🤣
我讨厌英语 ​​​
好奇你现在有没有在想我们
//@樱桃猫崽子:点了//@莹宝宝的任意门mayday:cxh一个习惯性的介绍嘉宾和邀请演唱的动作，别想太多，别那么会给自己脸上贴金，你谁？
一大早就看到陈信宏这张帅脸 我真是一点烦恼都没有了 ​​​
早安宝宝
哇~
//@踏海·拾花:小猫咪亲鼠你
//@鱼糕茶茶丸:有必要这么有才吗
我一直哭//@早起冠军-_:我不活了//@芋泥鸟:我不活了//@鱼糕茶茶丸:我不活了//@Dawnexplodee:卧槽我真看死了吧//@-遛鱼:不要
//@莹宝宝的任意门mayday:没错//@-想养一只菜頭粿-:没错
英语你害我好惨😟 ​​​
//@-爱是绿洲-://@陳家青蔥炒芹菜://@记忆里的十九-://@这世界_又烦又黏腻:
//@宇宙事无巨细:真好啊//@你也许避我唯恐不及:真好啊阿信哥
//@弗玉横苍:吃吃吃吃吃吃//@千岛mini瞳:爽吃//@莹宝宝的任意门mayday:你怎么这么会表达啊老公//@宇宙事无巨细:我我吃吃吃吃吃吃//@踏海·拾花:卧槽爽吃啊啊啊啊啊啊
//@uburbla:其实真的很久很久没看见这种访问了谢谢高子
//@踏海·拾花:好萌...🥹
余生的漫长 就让我们一起继续唱吧
因为五月天 我更有勇气对明天说 我愿意 ​​​
老天爷...我宝宝咋这么可爱//@nekokoo__:瓦～～～//@Kawaaic:哎哟//@莹宝宝的任意门mayday:咋可爱成这样//@EEEEEEEEEEllennnnnn:wow～～～～～
懂了吗//@铭铭如月_:大家有对陈信宏不满的地方都可以提出来尽情发言，一会就给你们全删了。吗的竟敢对我宝宝不满，我来上网就是来让陈信宏当🥕大王的，顺我者昌逆我者亡。能面刺陈信宏之过者，诛九族。上网谏陈信宏者，处极刑。谤讥于市朝闻陈信宏之耳者，赐自尽。//@宇宙事无巨细:懂了吗？// ...展开
萌宝发出一些萌萌的动静
五月天是我的天使
#五月天演唱会冲突根源在管理缺位# 欢迎大家来看五月天现场
这又给俺们五米老鼠干哪年去了 ​​​
//@我是好运比格_://@鱼糕茶茶丸:噢 噢噢 噢噢 噢噢 爪爪！  //@aknobofbutter:噢 噢噢 噢噢 噢噢 爪爪！ ​ ​​​
转载了@相信音乐Bin-music 的微博图片 ​​​
转载了@相信音乐Bin-music 的微博图片啊啊啊啊啊萌 ​​​
