方便面
//@潘萌SoPhia:很酷//@荷兰豆本豆豆荷:看到一位朋友详细记录了昨晚杨笠专场退票的事，原来不仅仅是强实名。她是登记了哪些人买了🐮票，有余票就免费兑换给观众，没有就送你其他场的同价位票。也就是说无论如何，你都能原价甚至免费送你一场。“让每一张票都流向真心”😭 查看图片
//@老曲-LQ://@麦卡PU10P:再看的时候觉得那些在现场叫好的但自己绝不动手的人，尤其是男的，真恶心。大量这种人（甚至绝大部分是这种人）的存在，就是有关部门可以“研判”密闭空间内31度（其实体感很可能不止）都没达到应急标准（然而连猪的运输都知道要控制在25度以下否则猪会应激）的原因。想起那些 ...展开
//@老曲-LQ:这些点对有些女性来说，确实靠本能就知道；对另一些女性则需要学习
//@老曲-LQ:这类人即便偶有善良，这善良也大打折扣，因为我很难相信那么残酷、底线那么低的的人会真富有同理心和责任感，他们不过是选择性、利己或者仅仅是表演一下善良罢了，这也是正常人性
转发
转发
转发
转发
//@JuliaD婷:Never wrestle with pigs. You both get dirty and the pig likes it.—Bernard Shaw//@Dumbdeer:Repost
转发
//@开心的草莓莓:全程嘴替。其实我已经很帮忙了，不说请谢谢对不起的我经常也回复了，还有我打了一串，别人回我“ok”，这啥？领导批示？！
转发
转发
甘氨酸镁与柠檬酸镁很不同
转发
转发
转发
//@老曲-LQ://@罗马教廷长女家掌管热带猫的厨子:我有时候路过小学时，妈妈来接的基本都是亚裔，其他人种基本是爸爸在等。
//@老曲-LQ://@aliciaooalicia://@何小沁://@一生悬命在吃的小曦爷:自己在被叫歧视性词语的时候大跳脚，同时却熟练地歧视别人，不能指望这种生物说出什么人话来
北京攻略//@蘸盐:→→  查看图片 //@没领导授权咱不喝白的:北京站到北京西站转车怎么走方便，早上八点左右俩小时能赶到吗//@蘸盐:可以参考下这条→  微博正文 //@NOCiiii:有没有更详细一点的，爸妈打算去//@蘸盐:景山→中国美术馆/嘉德艺术中心→黄河水吃𰻝𰻝 ...展开
//@推拿熊:确实，把人当人这个观念现在也很多人没有啊//@l鱼苗I://@黄腿肠://@烟波人长安:因为有些现代人ta不仅是封建，ta是在向奴隶制靠拢，或者说集所有的不平等观念于一身。。。//@_Reno_挚爱FF:有些人的思想还不如清朝人
转发
转发
我们没有要求完美的说话者，而是对话语位置有觉知、能承担公共表达责任的发声者。而帮助大家看清哪些话背后的逻辑会加深不平等。这不是“诛心”，是社会觉知的一部分。
转发
//@花落成蚀:这本特别好//@安迪斯晨风:在番茄又从头看了一遍《铁血残明》，真是精彩啊。写人写事，都入木三分。
转发
转发
//@我想我正在沉入一代人的海:学习。
转发
转发
转发
转发
转发
//@镜子里的财经:
//@JuliaD婷://@安澜堂懒猫:一直没转原博就是因为缺了香港和台湾同胞的。血浓于水，对他们永远感激//@杨晓春://@洛兵://@米瑞蓉://@王巍w://@周锦虹:补充一下，知道台湾同胞捐了多少钱么？  12.1亿现金与2亿元的物资。再查了下香港更吓一跳，在汶川地震中的捐款大约在 ...展开
转发
牛肉
好喜欢这句
转发
转发
//@隐于北极:这篇访谈很有深度，不仅对孩子教育，也是自我反思的参考。无论是学习还是工作，都只是生活的一部分，生命力不源于机械重复，源于无穷无尽的可能和与环境的有机互动//@黄斌:这采访有点标题党了，但内容没问题。项飙是严肃的学者，他的很多研究我都非常喜欢。其实其中所说的问题不光学者知道 ...展开
好喜欢😍//@JuliaD婷:超级想买那个海獭和嗷嗷待哺的充电器
转发
//@心如止水云飞扬://@马达的加斯加://@小陈灵魂避难所c:茶杯里的风暴在浴缸中不值一提 //@LittleStrong方方:@小陈灵魂避难所c
转发
//@子陵在听歌:我其实讲了4年了，但我依然很好奇，就是我现在只用微博一个中文自媒体；过去4年，我在微博上见到最多的推送，就是那些nationalism and xenophobia（自译），许多人越来越狂热。但一谈到具体事件 — 教育、医疗、养老、住房、工时、福利、就业，很多人又出奇愤怒。我一直觉得不能自洽的是 ...展开
意大利推荐
转发
真是这样得活着
//@夏小嫣:有浙江朋友的我表示有几个都能对上号//@无边桃炎:笑死了//@画小眉://@蒋胜男:本浙江人表示非常真实。
