//@田维夕:#新中国成立76周年#，惟愿山河锦绣、国泰民安！祝大家节日快乐！
深圳人看这里活动多多
//@微博学堂:#暑假去吉林的N种玩法#吉林是本立体教科书。北山藏冰雪奥秘，满博列时光密码，机器局奏工业艺术和弦。饺子就历史，烟火裹学问，江风载灯火，治愈可触。（via.@旅行美食君 ）#又是被吉林治愈的一天# @文旅吉林 @悠游吉林
//@出圈吧大学生:大学生们，长春一日民俗游安排上！长影旧址追电影往事，54 路复古电车拍氛围感大片～​历史博物馆免费涨知识，新民大街藏着小众咖啡馆，晚上二人转笑到停不下来。这趟文化之旅，值回票价～#（via.@小满 ） #暑假去吉林的N种玩法##玩儿转吉林的关东风物志# @悠游吉林 @文旅吉林
//@微博年轻态:大学生特种兵看这里！暑假冲吉林就对了！夏天爽到飞起～净月潭的绿影超治愈，54 路列车晃出复古感，伪满皇宫藏着历史冷知识～白天逛历史景区拍大片，傍晚享悠闲时光，这趟清凉之旅，值得加入夏日清单！#总有一个夏天要留给吉林 ##暑假第一站去吉林倒温差##暑假去吉林的N种玩法#（via. ...展开
//@成都校园:川渝学子避暑指南！吉林的夏天太巴适～净月潭林海吸氧，长白山瑶池像翡翠，二道白河的美人松超出片！美食更上头！牛肉冷面配锅包肉，打糕糯叽叽，糯米鸡香喷喷，一口下去暑气全消～（via.@小马途游 ） #暑假去吉林的N种玩法# #暑假第一站去吉林倒温差#  @悠游吉林 @文旅吉林
//@天津校园:#暑假去吉林的N种玩法#吉林这夏天可太舒坦了！朱雀山的绿得晃眼，锅包肉酸甜口儿，老鼻子实在了～陨石馆里看&quot;吉林一号&quot;，机器局老墙摸着就有故事，新兴园饺子就着戏文吃～这地儿，值当去！（via.@阿鑫 ）#吉林文化宝藏大起底#@文旅吉林 @悠游吉林
//@南昌校园:学生必打卡！长春文庙拜孔子+手工体验，避开人潮汹涌的“标配”景点，研学旅行两不误！（via.@橙子在旅行travel ）#在吉林把书包换成行囊# #暑假去吉林的N种玩法# @悠游吉林 @文旅吉林
//@西安校园:#暑假去吉林的N种玩法#吉林之夏，博物馆藏着别样清凉。机器局老械语往事，官参局草木凝药香，建制馆铺展吉林故事。京剧馆戏服流光华，避了烈日，与历史清凉相遇，暑假甚好。（via.@笔下花花 ）#玩儿转吉林的关东风物志#  @文旅吉林 @悠游吉林
//@重庆校园:#暑假去吉林的N种玩法#吉林博物馆藏着时光惊喜。老建筑沉默伫立，旧物件静静陈列，每一件都在讲动人故事。与文物对话，穿越时空织就文化网，吉林就是这般趣致。（via.@阿蒙Amon ）@文旅吉林 @悠游吉林 
//@贵阳校园:长春亲子研学太酷啦！长影旧址触摸电影传奇，54 路复古电车晃出慢时光～西游夜闯动物园超奇幻，净月潭竹筏夜游揽星空，边玩边学的假期，必须安排！（via.@橙子在旅行travel ） #暑假去吉林的N种玩法# #在吉林把书包换成行囊#@悠游吉林 @文旅吉林
//@成都校园:川渝学子避暑指南！吉林的夏天太巴适～净月潭林海吸氧，长白山瑶池像翡翠，二道白河的美人松超出片！美食更上头！牛肉冷面配锅包肉，打糕糯叽叽，糯米鸡香喷喷，一口下去暑气全消～（via.@小马途游 ） #暑假去吉林的N种玩法# #暑假第一站去吉林倒温差#  @悠游吉林 @文旅吉林
//@天津校园:#暑假去吉林的N种玩法#吉林这夏天可太舒坦了！朱雀山的绿得晃眼，锅包肉酸甜口儿，老鼻子实在了～陨石馆里看&quot;吉林一号&quot;，机器局老墙摸着就有故事，新兴园饺子就着戏文吃～这地儿，值当去！（via.@阿鑫 ）#吉林文化宝藏大起底#@文旅吉林 @悠游吉林
//@南昌校园:学生必打卡！长春文庙拜孔子+手工体验，避开人潮汹涌的“标配”景点，研学旅行两不误！（via.@橙子在旅行travel ）#在吉林把书包换成行囊# #暑假去吉林的N种玩法# @悠游吉林 @文旅吉林
//@西安校园:#暑假去吉林的N种玩法#吉林之夏，博物馆藏着别样清凉。机器局老械语往事，官参局草木凝药香，建制馆铺展吉林故事。京剧馆戏服流光华，避了烈日，与历史清凉相遇，暑假甚好。（via.@笔下花花 ）#玩儿转吉林的关东风物志#  @文旅吉林 @悠游吉林
//@重庆校园:#暑假去吉林的N种玩法#吉林博物馆藏着时光惊喜。老建筑沉默伫立，旧物件静静陈列，每一件都在讲动人故事。与文物对话，穿越时空织就文化网，吉林就是这般趣致。（via.@阿蒙Amon ）@文旅吉林 @悠游吉林 
//@贵阳校园:长春亲子研学太酷啦！长影旧址触摸电影传奇，54 路复古电车晃出慢时光～西游夜闯动物园超奇幻，净月潭竹筏夜游揽星空，边玩边学的假期，必须安排！（via.@橙子在旅行travel ） #暑假去吉林的N种玩法# #在吉林把书包换成行囊#@悠游吉林 @文旅吉林
#罗景文闪光的夏天#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
#暑假去吉林的N种玩法#
